FECHA (YYMMDD),Registros
160918.0,46.5132
160919.0,30.6212
160920.0,32.4463
160921.0,25.6823
160922.0,57.316
160923.0,37.6044
160924.0,37.9996
160925.0,29.9878
160926.0,38.3145
160927.0,32.7779
160928.0,32.6171
160929.0,19.33
160930.0,15.9464
161001.0,32.3411
161002.0,34.9163
161003.0,38.7296
161004.0,43.5149
161005.0,33.2493
161006.0,22.6715
161007.0,42.7595
161008.0,25.8414
161009.0,28.3881
161010.0,16.7387
161011.0,37.6
161012.0,36.7631
161013.0,21.5895
161014.0,27.5113
161015.0,24.5633
161016.0,41.089
161017.0,28.2618
161018.0,43.1071
161019.0,25.1374
161020.0,20.3552
161021.0,14.9128
161022.0,17.5645
161023.0,21.5904
161024.0,17.1328
161025.0,14.3599
161026.0,13.0719
161027.0,11.2601
161028.0,17.9193
161029.0,10.6617
161030.0,8.401869999999999
161031.0,30.6891
161101.0,33.4138
161102.0,18.293
161103.0,9.6282
161104.0,5.81339
161105.0,7.34125
161106.0,9.94083
161107.0,14.5728
161108.0,14.0248
161109.0,14.255
161110.0,15.6332
161111.0,14.0117
161112.0,13.5456
161113.0,13.9772
161114.0,14.0318
161115.0,21.2335
161116.0,20.9806
161117.0,14.0408
161118.0,10.7819
161119.0,13.7415
161120.0,11.7018
161121.0,15.245999999999999
161122.0,20.0439
161123.0,12.2137
161124.0,17.0373
161125.0,21.2954
161126.0,10.5915
161127.0,7.408580000000001
161128.0,7.9725
161129.0,7.23508
161130.0,11.8605
161201.0,7.226
161202.0,8.94496
161203.0,11.2612
161204.0,10.3836
161205.0,8.57591
161206.0,10.1438
161207.0,7.97196
161208.0,8.092039999999999
161209.0,8.60559
161210.0,8.58708
161211.0,5.54379
161212.0,8.56645
161213.0,8.48146
161214.0,7.96167
161215.0,6.48666
161216.0,8.77725
161217.0,7.879460000000001
161218.0,7.19154
161219.0,7.973039999999999
161220.0,12.349
161221.0,8.861469999999999
161222.0,7.734089999999999
161223.0,8.38112
161224.0,9.31325
161225.0,10.3335
161226.0,8.17192
161227.0,7.57717
161228.0,7.38475
161229.0,5.81025
161230.0,6.45846
161231.0,11.8742
170101.0,11.8821
170102.0,5.57204
170103.0,9.53691
170104.0,9.81816
170105.0,8.4843
170106.0,8.37492
170107.0,8.506739999999999
170108.0,5.50655
170109.0,8.426789999999999
170110.0,10.4971
170111.0,7.72646
170112.0,7.232539999999999
170113.0,5.785909999999999
170114.0,6.546
170115.0,6.681830000000001
170116.0,6.978039999999999
170117.0,5.222919999999999
170118.0,6.13896
170119.0,6.270630000000001
170120.0,6.065
170121.0,5.877000000000001
170122.0,7.39475
170123.0,7.56262
170124.0,5.5339599999999995
170125.0,5.17455
170126.0,6.58183
170127.0,6.72543
170128.0,6.6062899999999996
170129.0,6.01204
170130.0,8.40883
170131.0,8.11629
170201.0,12.3087
170202.0,6.9701699999999995
170203.0,10.1899
170204.0,6.7708699999999995
170205.0,7.08979
170206.0,5.49841
170207.0,9.34267
170208.0,8.41667
170209.0,8.55359
170210.0,8.90938
170211.0,7.13541
170212.0,6.271
170213.0,6.8742399999999995
170214.0,5.52917
170215.0,3.95496
170216.0,6.6974100000000005
170217.0,8.93379
170218.0,5.88863
170219.0,2.25121
170220.0,2.75996
170221.0,1.30167
170222.0,1.33771
170223.0,1.81467
170224.0,2.05554
170225.0,2.8773299999999997
170226.0,3.11796
170227.0,4.00288
170228.0,6.18675
170301.0,6.309880000000001
170302.0,6.3929599999999995
170303.0,8.17108
170304.0,7.002999999999999
170305.0,9.38162
170306.0,9.47687
170307.0,8.92712
170308.0,12.8588
170309.0,9.1545
170310.0,8.721919999999999
170311.0,17.4756
170312.0,10.2457
170313.0,9.769910000000001
170314.0,4.02375
170315.0,11.2308
170316.0,19.4338
170317.0,16.2253
170318.0,7.935919999999999
170319.0,6.43
170320.0,12.1839
170321.0,11.1549
170322.0,16.6762
170323.0,22.9631
170324.0,45.9612
170325.0,45.435
170326.0,15.9939
170327.0,12.2761
170328.0,11.3957
170329.0,16.9662
170330.0,22.1939
170331.0,25.3787
170401.0,28.3141
170402.0,27.8516
170403.0,38.7539
170404.0,35.8358
170405.0,20.8312
170406.0,36.1087
170407.0,35.5253
170408.0,49.4475
170409.0,65.3392
170410.0,18.8466
170411.0,15.1242
170412.0,21.71
170413.0,68.9083
170414.0,67.355
170415.0,35.8058
170416.0,24.0403
170417.0,21.1941
170418.0,30.794
170419.0,23.1311
170420.0,29.2036
170421.0,43.1575
170422.0,54.8176
170423.0,66.7777
170424.0,42.0258
170425.0,38.5575
170426.0,32.0157
170427.0,28.8932
170428.0,16.3334
170429.0,65.2136
170430.0,57.6727
170501.0,20.0
170502.0,75.0
170503.0,90.0
170504.0,24.0
170505.0,21.0
170506.0,31.0
170507.0,56.0
170508.0,53.0
170509.0,137.0
170510.0,59.0
170511.0,27.0
170512.0,19.0
170513.0,17.0
170514.0,53.0
170515.0,133.0
170516.0,23.0
170517.0,52.0
170518.0,47.0
170519.0,141.0
170520.0,46.0
170521.0,33.0
170522.0,128.0
170523.0,209.0
170524.0,97.0
170525.0,85.0
170526.0,311.0
170527.0,116.0
170528.0,53.0
170529.0,56.0
170530.0,48.0
170531.0,122.0
170601.0,187.0
170602.0,90.0
170603.0,44.0
170604.0,100.0
170605.0,160.0
170606.0,39.0
170607.0,43.0
170608.0,45.0
170609.0,49.0
170610.0,79.0
170611.0,182.0
170612.0,174.0
170613.0,102.0
170614.0,40.0
170615.0,25.0
170616.0,34.0
170617.0,88.0
170618.0,249.0
170619.0,209.0
170620.0,92.0
170621.0,31.0
170622.0,38.0
170623.0,80.0
170624.0,60.0
170625.0,22.0
170626.0,88.0
170627.0,117.0
170628.0,78.0
170629.0,53.0
170630.0,42.0
170701.0,81.0
170702.0,59.0
170703.0,33.0
170704.0,78.0
170705.0,35.0
170706.0,65.0
170707.0,54.0
170708.0,36.0
170709.0,207.0
170710.0,207.0
170711.0,226.0
170712.0,51.0
170713.0,29.0
170714.0,30.0
170715.0,142.0
170716.0,257.0
170717.0,302.0
170718.0,234.0
170719.0,111.0
170720.0,65.0
170721.0,62.0
170722.0,46.0
170723.0,61.0
170724.0,62.0
170725.0,107.0
170726.0,87.0
170727.0,35.0
170728.0,37.0
170729.0,78.0
170730.0,125.0
170731.0,108.0
170801.0,125.0
170802.0,250.0
170803.0,248.0
170804.0,130.0
170805.0,27.0
170806.0,50.0
170807.0,42.0
170808.0,20.0
170809.0,29.0
170810.0,24.0
170811.0,48.0
170812.0,28.0
170813.0,29.0
170814.0,32.0
170815.0,121.0
170816.0,77.0
170817.0,24.0
170818.0,24.0
170819.0,77.0
170820.0,138.0
170821.0,73.0
170822.0,28.0
170823.0,13.0
170824.0,21.0
170825.0,60.0
170826.0,31.0
170827.0,28.0
170828.0,84.0
170829.0,188.0
170830.0,86.0
170831.0,30.0
170901.0,31.0
170902.0,109.0
170903.0,61.0
170904.0,118.0
170905.0,54.0
170906.0,53.0
170907.0,54.0
170908.0,59.0
170909.0,59.0
170910.0,51.0
170911.0,29.0
170912.0,47.0
170913.0,17.0
170914.0,62.0
170915.0,66.0
170916.0,58.0
170917.0,37.0
170918.0,20.0
170919.0,28.0
170920.0,26.0
170921.0,52.0
170922.0,39.0
170923.0,38.0
170924.0,71.0
170925.0,43.0
170926.0,31.0
170927.0,28.0
170928.0,33.0
170929.0,28.0
170930.0,19.0
171001.0,22.0
171002.0,16.0
171003.0,16.0
171004.0,18.0
171005.0,18.0
171006.0,15.0
171007.0,26.0
171008.0,17.0
171009.0,23.0
171010.0,32.0
171011.0,19.0
171012.0,18.0
171013.0,9.0
171014.0,7.0
171015.0,6.0
171016.0,17.0
171017.0,25.0
171018.0,17.0
171019.0,24.0
171020.0,18.0
171021.0,25.0
171022.0,11.0
171023.0,23.0
171024.0,12.0
171025.0,16.0
171026.0,13.0
171027.0,8.0
171028.0,11.0
171029.0,14.0
171030.0,21.0
171031.0,14.0
171101.0,20.0
171102.0,17.0
171103.0,25.0
171104.0,17.0
171105.0,10.0
171106.0,7.0
171107.0,11.0
171108.0,13.0
171109.0,9.0
171110.0,8.0
171111.0,8.0
171112.0,4.0
171113.0,3.0
171114.0,10.0
171115.0,10.0
171116.0,11.0
