Registros
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
29.25
69.33333333333333
73.54166666666667
89.70833333333333
93.875
93.66666666666667
79.16666666666667
94.41666666666667
90.5
82.91666666666667
93.5
84.83333333333333
94.79166666666667
90.54166666666667
82.20833333333333
82.625
85.625
81.625
84.875
33.5
0.0
55.5
90.66666666666667
79.20833333333333
74.45833333333333
87.875
90.875
78.41666666666667
89.04166666666667
94.625
93.29166666666667
95.75
97.70833333333333
93.0
87.33333333333333
85.91666666666667
88.58333333333333
96.16666666666667
95.20833333333333
82.08333333333333
78.25
84.25
88.33333333333333
94.25
89.04166666666667
98.45833333333333
95.625
79.83333333333333
89.75
86.66666666666667
101.25
98.125
84.70833333333333
83.25
94.16666666666667
78.75
88.41666666666667
88.375
83.95833333333333
75.41666666666667
77.0
88.04166666666667
95.70833333333333
100.08333333333333
96.0
88.83333333333333
86.625
83.75
74.08333333333333
76.95833333333333
82.875
100.25
91.79166666666667
90.25
84.33333333333333
90.29166666666667
86.125
79.16666666666667
85.5
94.5
98.83333333333333
79.41666666666667
78.0
43.416666666666664
39.5
65.5
82.08333333333333
74.125
86.16666666666667
86.125
95.45833333333333
96.0
76.45833333333333
80.41666666666667
88.66666666666667
95.58333333333333
102.54166666666667
96.08333333333333
95.33333333333333
62.791666666666664
50.0
74.91666666666667
88.16666666666667
76.0
92.83333333333333
75.83333333333333
68.91666666666667
45.791666666666664
42.541666666666664
87.95833333333333
76.41666666666667
82.125
84.41666666666667
88.375
91.33333333333333
96.58333333333333
93.04166666666667
96.16666666666667
99.5
86.625
90.04166666666667
89.83333333333333
89.125
99.0
93.41666666666667
88.08333333333333
91.41666666666667
84.29166666666667
87.875
90.58333333333333
89.375
93.375
86.33333333333333
88.16666666666667
84.5
93.0
92.66666666666667
93.79166666666667
97.875
96.29166666666667
92.41666666666667
85.70833333333333
81.33333333333333
86.66666666666667
88.91666666666667
80.91666666666667
101.95833333333333
95.0
97.5
86.75
83.66666666666667
89.83333333333333
83.29166666666667
87.91666666666667
85.20833333333333
82.08333333333333
81.29166666666667
76.95833333333333
89.16666666666667
79.70833333333333
84.33333333333333
76.20833333333333
79.54166666666667
85.29166666666667
86.70833333333333
77.625
81.625
90.83333333333333
77.45833333333333
86.58333333333333
81.20833333333333
82.75
85.16666666666667
81.04166666666667
83.45833333333333
89.45833333333333
84.70833333333333
86.54166666666667
88.5
93.79166666666667
88.08333333333333
75.95833333333333
77.08333333333333
81.20833333333333
85.91666666666667
84.125
77.16666666666667
87.58333333333333
81.125
77.875
75.0
72.0
85.91666666666667
79.04166666666667
91.41666666666667
88.54166666666667
85.91666666666667
77.08333333333333
75.75
79.83333333333333
83.75
77.08333333333333
76.0
74.25
68.20833333333333
75.58333333333333
78.54166666666667
82.66666666666667
75.16666666666667
77.875
88.79166666666667
81.375
79.5
75.0
76.375
78.875
75.875
82.08333333333333
76.04166666666667
71.29166666666667
76.875
72.375
78.25
77.75
82.04166666666667
78.70833333333333
66.45833333333333
66.58333333333333
76.54166666666667
80.29166666666667
83.20833333333333
84.5
74.70833333333333
76.54166666666667
75.95833333333333
79.58333333333333
80.0
82.41666666666667
89.54166666666667
