FECHA (YYMMDD),HORA (HHMM),Registros
140106.0,1600.0,15.0
140106.0,1700.0,17.0
140106.0,1800.0,18.0
140106.0,1900.0,20.0
140106.0,2000.0,21.0
140106.0,2100.0,22.0
140106.0,2200.0,23.0
140106.0,2300.0,23.0
140107.0,0.0,22.0
140107.0,100.0,22.0
140107.0,200.0,20.0
140107.0,300.0,19.0
140107.0,400.0,18.0
140107.0,500.0,17.0
140107.0,600.0,16.0
140107.0,700.0,15.0
140107.0,800.0,15.0
140107.0,900.0,16.0
140107.0,1000.0,17.0
140107.0,1100.0,16.0
140107.0,1200.0,16.0
140107.0,1300.0,16.0
140107.0,1400.0,16.0
140107.0,1500.0,17.0
140107.0,1600.0,19.0
140107.0,1700.0,22.0
140107.0,1800.0,26.0
140107.0,1900.0,30.0
140107.0,2000.0,32.0
140107.0,2100.0,33.0
140107.0,2200.0,33.0
140107.0,2300.0,33.0
140108.0,0.0,34.0
140108.0,100.0,34.0
140108.0,200.0,32.0
140108.0,300.0,31.0
140108.0,400.0,30.0
140108.0,500.0,29.0
140108.0,600.0,29.0
140108.0,700.0,29.0
140108.0,800.0,29.0
140108.0,900.0,30.0
140108.0,1000.0,32.0
140108.0,1100.0,33.0
140108.0,1200.0,31.0
140108.0,1300.0,30.0
140108.0,1400.0,28.0
140108.0,1500.0,30.0
140108.0,1600.0,31.0
140108.0,1700.0,32.0
140108.0,1800.0,32.0
140108.0,1900.0,31.0
140108.0,2000.0,31.0
140108.0,2100.0,32.0
140108.0,2200.0,33.0
140108.0,2300.0,32.0
140109.0,0.0,32.0
140109.0,100.0,32.0
140109.0,200.0,30.0
140109.0,300.0,29.0
140109.0,400.0,30.0
140109.0,500.0,30.0
140109.0,600.0,30.0
140109.0,700.0,29.0
140109.0,800.0,31.0
140109.0,900.0,32.0
140109.0,1000.0,30.0
140109.0,1100.0,30.0
140109.0,1200.0,30.0
140109.0,1300.0,37.0
140109.0,1400.0,32.0
140109.0,1500.0,30.0
140109.0,1600.0,27.0
140109.0,1700.0,24.0
140109.0,1800.0,23.0
140109.0,1900.0,21.0
140109.0,2000.0,21.0
140109.0,2100.0,22.0
140109.0,2200.0,23.0
140109.0,2300.0,23.0
140110.0,0.0,23.0
140110.0,100.0,22.0
140110.0,200.0,22.0
140110.0,300.0,20.0
140110.0,400.0,19.0
140110.0,500.0,18.0
140110.0,600.0,18.0
140110.0,700.0,19.0
140110.0,800.0,19.0
140110.0,900.0,17.0
140110.0,1000.0,17.0
140110.0,1100.0,17.0
140110.0,1200.0,16.0
140110.0,1300.0,16.0
140110.0,1400.0,15.0
140110.0,1500.0,14.0
140110.0,1600.0,14.0
140110.0,1700.0,15.0
140110.0,1800.0,16.0
140110.0,1900.0,17.0
140110.0,2000.0,20.0
140110.0,2100.0,23.0
140110.0,2200.0,24.0
140110.0,2300.0,25.0
140111.0,0.0,26.0
140111.0,100.0,26.0
140111.0,200.0,25.0
140111.0,300.0,25.0
140111.0,400.0,23.0
140111.0,500.0,21.0
140111.0,600.0,20.0
140111.0,700.0,18.0
140111.0,800.0,17.0
140111.0,900.0,17.0
140111.0,1000.0,17.0
140111.0,1100.0,16.0
140111.0,1200.0,16.0
140111.0,1300.0,16.0
140111.0,1400.0,16.0
140111.0,1500.0,20.0
140111.0,1600.0,21.0
140111.0,1700.0,23.0
140111.0,1800.0,24.0
140111.0,1900.0,26.0
140111.0,2000.0,26.0
140111.0,2100.0,27.0
140111.0,2200.0,29.0
140111.0,2300.0,30.0
140112.0,0.0,31.0
140112.0,100.0,32.0
140112.0,200.0,31.0
140112.0,300.0,30.0
140112.0,400.0,29.0
140112.0,500.0,29.0
140112.0,600.0,28.0
140112.0,700.0,27.0
140112.0,800.0,26.0
140112.0,900.0,25.0
140112.0,1000.0,22.0
140112.0,1100.0,21.0
140112.0,1200.0,20.0
140112.0,1300.0,20.0
140112.0,1400.0,19.0
140112.0,1500.0,19.0
140112.0,1600.0,19.0
140112.0,1700.0,22.0
140112.0,1800.0,23.0
140112.0,1900.0,24.0
140112.0,2000.0,24.0
140112.0,2100.0,25.0
140112.0,2200.0,26.0
140112.0,2300.0,26.0
140113.0,0.0,25.0
140113.0,100.0,25.0
140113.0,200.0,24.0
140113.0,300.0,23.0
140113.0,400.0,22.0
140113.0,500.0,21.0
140113.0,600.0,20.0
140113.0,700.0,19.0
140113.0,800.0,19.0
140113.0,900.0,19.0
140113.0,1000.0,18.0
140113.0,1100.0,19.0
140113.0,1200.0,19.0
140113.0,1300.0,19.0
140113.0,1400.0,19.0
140113.0,1500.0,20.0
140113.0,1600.0,20.0
140113.0,1700.0,22.0
140113.0,1800.0,23.0
140113.0,1900.0,25.0
140113.0,2000.0,26.0
140113.0,2100.0,26.0
140113.0,2200.0,26.0
140113.0,2300.0,26.0
140114.0,0.0,24.0
140114.0,100.0,22.0
140114.0,200.0,20.0
140114.0,300.0,18.0
140114.0,400.0,17.0
140114.0,500.0,16.0
140114.0,600.0,15.0
140114.0,700.0,14.0
140114.0,800.0,15.0
140114.0,900.0,15.0
140114.0,1000.0,16.0
140114.0,1100.0,16.0
140114.0,1200.0,17.0
140114.0,1300.0,18.0
140114.0,1400.0,19.0
140114.0,1500.0,20.0
140114.0,1600.0,25.0
140114.0,1700.0,28.0
140114.0,1800.0,30.0
140114.0,1900.0,35.0
140114.0,2000.0,38.0
140114.0,2100.0,40.0
140114.0,2200.0,42.0
140114.0,2300.0,41.0
140115.0,0.0,39.0
140115.0,100.0,39.0
140115.0,200.0,38.0
140115.0,300.0,37.0
140115.0,400.0,36.0
140115.0,500.0,35.0
140115.0,600.0,34.0
140115.0,700.0,33.0
140115.0,800.0,33.0
140115.0,900.0,33.0
140115.0,1000.0,32.0
140115.0,1100.0,32.0
140115.0,1200.0,33.0
140115.0,1300.0,33.0
140115.0,1400.0,33.0
140115.0,1500.0,35.0
140115.0,1600.0,39.0
140115.0,1700.0,43.0
140115.0,1800.0,49.0
140115.0,1900.0,53.0
140115.0,2000.0,54.0
140115.0,2100.0,56.0
140115.0,2200.0,57.0
140115.0,2300.0,57.0
140116.0,0.0,56.0
140116.0,100.0,56.0
140116.0,200.0,54.0
140116.0,300.0,53.0
140116.0,400.0,50.0
140116.0,500.0,47.0
140116.0,600.0,46.0
140116.0,700.0,46.0
140116.0,800.0,45.0
140116.0,900.0,43.0
140116.0,1000.0,40.0
140116.0,1100.0,40.0
140116.0,1200.0,40.0
140116.0,1300.0,40.0
140116.0,1400.0,40.0
140116.0,1500.0,44.0
140116.0,1600.0,47.0
140116.0,1700.0,51.0
140116.0,1800.0,51.0
140116.0,1900.0,50.0
140116.0,2000.0,50.0
140116.0,2100.0,48.0
140116.0,2200.0,48.0
140116.0,2300.0,47.0
140117.0,0.0,46.0
140117.0,100.0,47.0
140117.0,200.0,45.0
140117.0,300.0,42.0
140117.0,400.0,36.0
140117.0,500.0,33.0
140117.0,600.0,31.0
140117.0,700.0,30.0
140117.0,800.0,30.0
140117.0,900.0,29.0
140117.0,1000.0,30.0
140117.0,1100.0,49.0
140117.0,1200.0,60.0
140117.0,1300.0,45.0
140117.0,1400.0,38.0
140117.0,1500.0,39.0
140117.0,1600.0,41.0
140117.0,1700.0,42.0
140117.0,1800.0,42.0
140117.0,1900.0,41.0
140117.0,2000.0,41.0
140117.0,2100.0,41.0
140117.0,2200.0,40.0
140117.0,2300.0,39.0
140118.0,0.0,38.0
140118.0,100.0,39.0
140118.0,200.0,35.0
140118.0,300.0,33.0
140118.0,400.0,32.0
140118.0,500.0,29.0
140118.0,600.0,29.0
140118.0,700.0,30.0
140118.0,800.0,30.0
140118.0,900.0,29.0
140118.0,1000.0,27.0
140118.0,1100.0,27.0
140118.0,1200.0,27.0
140118.0,1300.0,27.0
140118.0,1400.0,26.0
140118.0,1500.0,26.0
140118.0,1600.0,29.0
140118.0,1700.0,30.0
140118.0,1800.0,30.0
140118.0,1900.0,30.0
140118.0,2000.0,30.0
140118.0,2100.0,29.0
140118.0,2200.0,30.0
140118.0,2300.0,31.0
140119.0,0.0,30.0
140119.0,100.0,32.0
140119.0,200.0,29.0
140119.0,300.0,30.0
140119.0,400.0,29.0
140119.0,500.0,31.0
140119.0,600.0,31.0
140119.0,700.0,31.0
140119.0,800.0,29.0
140119.0,900.0,27.0
140119.0,1000.0,25.0
140119.0,1100.0,24.0
140119.0,1200.0,25.0
140119.0,1300.0,25.0
140119.0,1400.0,25.0
140119.0,1500.0,24.0
140119.0,1600.0,24.0
140119.0,1700.0,25.0
140119.0,1800.0,24.0
140119.0,1900.0,24.0
140119.0,2000.0,24.0
140119.0,2100.0,24.0
140119.0,2200.0,26.0
140119.0,2300.0,27.0
140120.0,0.0,27.0
140120.0,100.0,27.0
140120.0,200.0,24.0
140120.0,300.0,23.0
140120.0,400.0,23.0
140120.0,500.0,23.0
140120.0,600.0,23.0
140120.0,700.0,24.0
140120.0,800.0,26.0
140120.0,900.0,26.0
140120.0,1000.0,28.0
140120.0,1100.0,26.0
140120.0,1200.0,26.0
140120.0,1300.0,26.0
140120.0,1400.0,27.0
140120.0,1500.0,29.0
140120.0,1600.0,27.0
140120.0,1700.0,26.0
140120.0,1800.0,25.0
140120.0,1900.0,25.0
140120.0,2000.0,24.0
140120.0,2100.0,24.0
140120.0,2200.0,24.0
140120.0,2300.0,23.0
140121.0,0.0,22.0
140121.0,100.0,22.0
140121.0,200.0,20.0
140121.0,300.0,19.0
140121.0,400.0,17.0
140121.0,500.0,16.0
140121.0,600.0,16.0
140121.0,700.0,15.0
140121.0,800.0,14.0
140121.0,900.0,14.0
140121.0,1000.0,14.0
140121.0,1100.0,14.0
140121.0,1200.0,14.0
140121.0,1300.0,14.0
140121.0,1400.0,15.0
140121.0,1500.0,16.0
140121.0,1600.0,16.0
140121.0,1700.0,16.0
140121.0,1800.0,16.0
140121.0,1900.0,15.0
140121.0,2000.0,15.0
140121.0,2100.0,15.0
140121.0,2200.0,15.0
140121.0,2300.0,14.0
140122.0,0.0,14.0
140122.0,100.0,13.0
140122.0,200.0,12.0
140122.0,300.0,12.0
140122.0,400.0,12.0
140122.0,500.0,11.0
140122.0,600.0,11.0
140122.0,700.0,11.0
140122.0,800.0,15.0
140122.0,900.0,39.0
140122.0,1000.0,39.0
140122.0,1100.0,39.0
140122.0,1200.0,34.0
140122.0,1300.0,31.0
140122.0,1400.0,28.0
140122.0,1500.0,25.0
140122.0,1600.0,23.0
140122.0,1700.0,21.0
140122.0,1800.0,19.0
140122.0,1900.0,19.0
140122.0,2000.0,18.0
140122.0,2100.0,16.0
140122.0,2200.0,14.0
140122.0,2300.0,13.0
140123.0,0.0,12.0
140123.0,100.0,12.0
140123.0,200.0,11.0
140123.0,300.0,10.0
140123.0,400.0,8.0
140123.0,500.0,8.0
140123.0,600.0,7.0
140123.0,700.0,7.0
140123.0,800.0,7.0
140123.0,900.0,7.0
140123.0,1000.0,7.0
140123.0,1100.0,7.0
140123.0,1200.0,5.0
140123.0,1300.0,5.0
140123.0,1400.0,6.0
140123.0,1500.0,5.0
140123.0,1600.0,5.0
140123.0,1700.0,6.0
140123.0,1800.0,7.0
140123.0,1900.0,8.0
140123.0,2000.0,9.0
140123.0,2100.0,11.0
140123.0,2200.0,11.0
140123.0,2300.0,12.0
140124.0,0.0,13.0
140124.0,100.0,13.0
140124.0,200.0,13.0
140124.0,300.0,13.0
140124.0,400.0,15.0
140124.0,500.0,15.0
140124.0,600.0,14.0
140124.0,700.0,127.0
140124.0,800.0,117.0
140124.0,900.0,108.0
140124.0,1000.0,108.0
140124.0,1100.0,109.0
140124.0,1200.0,109.0
140124.0,1300.0,108.0
140124.0,1400.0,107.0
140124.0,1500.0,107.0
140124.0,1600.0,107.0
140124.0,1700.0,109.0
140124.0,1800.0,106.0
140124.0,1900.0,109.0
140124.0,2000.0,114.0
140124.0,2100.0,121.0
140124.0,2200.0,122.0
140124.0,2300.0,122.0
140125.0,0.0,119.0
140125.0,100.0,60.0
140125.0,200.0,17.0
140125.0,300.0,16.0
140125.0,400.0,15.0
140125.0,500.0,14.0
140125.0,600.0,13.0
140125.0,700.0,13.0
140125.0,800.0,12.0
140125.0,900.0,11.0
140125.0,1000.0,11.0
140125.0,1100.0,12.0
140125.0,1200.0,11.0
140125.0,1300.0,11.0
140125.0,1400.0,11.0
140125.0,1500.0,10.0
140125.0,1600.0,10.0
140125.0,1700.0,11.0
140125.0,1800.0,13.0
140125.0,1900.0,15.0
140125.0,2000.0,16.0
140125.0,2100.0,17.0
140125.0,2200.0,19.0
140125.0,2300.0,21.0
140126.0,0.0,21.0
140126.0,100.0,21.0
140126.0,200.0,20.0
140126.0,300.0,19.0
140126.0,400.0,19.0
140126.0,500.0,19.0
140126.0,600.0,18.0
140126.0,700.0,16.0
140126.0,800.0,15.0
140126.0,900.0,13.0
140126.0,1000.0,13.0
140126.0,1100.0,13.0
140126.0,1200.0,12.0
140126.0,1300.0,12.0
140126.0,1400.0,12.0
140126.0,1500.0,11.0
140126.0,1600.0,11.0
140126.0,1700.0,12.0
140126.0,1800.0,13.0
140126.0,1900.0,14.0
140126.0,2000.0,15.0
140126.0,2100.0,16.0
140126.0,2200.0,18.0
140126.0,2300.0,19.0
140127.0,0.0,19.0
140127.0,100.0,19.0
140127.0,200.0,18.0
140127.0,300.0,18.0
140127.0,400.0,18.0
140127.0,500.0,17.0
140127.0,600.0,17.0
140127.0,700.0,17.0
140127.0,800.0,17.0
140127.0,900.0,16.0
140127.0,1000.0,16.0
140127.0,1100.0,16.0
140127.0,1200.0,15.0
140127.0,1300.0,14.0
140127.0,1400.0,14.0
140127.0,1500.0,14.0
140127.0,1600.0,15.0
140127.0,1700.0,16.0
140127.0,1800.0,17.0
140127.0,1900.0,18.0
140127.0,2000.0,18.0
140127.0,2100.0,19.0
140127.0,2200.0,20.0
140127.0,2300.0,21.0
140128.0,0.0,21.0
140128.0,100.0,22.0
140128.0,200.0,22.0
140128.0,300.0,22.0
140128.0,400.0,21.0
140128.0,500.0,21.0
140128.0,600.0,19.0
140128.0,700.0,17.0
140128.0,800.0,16.0
140128.0,900.0,18.0
140128.0,1000.0,19.0
140128.0,1100.0,18.0
140128.0,1200.0,17.0
140128.0,1300.0,16.0
140128.0,1400.0,15.0
140128.0,1500.0,15.0
140128.0,1600.0,16.0
140128.0,1700.0,16.0
140128.0,1800.0,18.0
140128.0,1900.0,19.0
140128.0,2000.0,21.0
140128.0,2100.0,22.0
140128.0,2200.0,23.0
140128.0,2300.0,22.0
140129.0,0.0,23.0
140129.0,100.0,22.0
140129.0,200.0,19.0
140129.0,300.0,18.0
140129.0,400.0,18.0
140129.0,500.0,17.0
140129.0,600.0,17.0
140129.0,700.0,17.0
140129.0,800.0,19.0
140129.0,900.0,22.0
140129.0,1000.0,25.0
140129.0,1100.0,25.0
140129.0,1200.0,24.0
140129.0,1300.0,23.0
140129.0,1400.0,22.0
140129.0,1500.0,21.0
140129.0,1600.0,22.0
140129.0,1700.0,23.0
140129.0,1800.0,25.0
140129.0,1900.0,27.0
140129.0,2000.0,27.0
140129.0,2100.0,26.0
140129.0,2200.0,26.0
140129.0,2300.0,26.0
140130.0,0.0,25.0
140130.0,100.0,28.0
140130.0,200.0,21.0
140130.0,300.0,20.0
140130.0,400.0,18.0
140130.0,500.0,16.0
140130.0,600.0,16.0
140130.0,700.0,14.0
140130.0,800.0,14.0
140130.0,900.0,13.0
140130.0,1000.0,12.0
140130.0,1100.0,12.0
140130.0,1200.0,12.0
140130.0,1300.0,12.0
140130.0,1400.0,12.0
140130.0,1500.0,14.0
140130.0,1600.0,16.0
140130.0,1700.0,17.0
140130.0,1800.0,19.0
140130.0,1900.0,21.0
140130.0,2000.0,22.0
140130.0,2100.0,23.0
140130.0,2200.0,21.0
140130.0,2300.0,19.0
140131.0,0.0,18.0
140131.0,100.0,17.0
140131.0,200.0,16.0
140131.0,300.0,15.0
140131.0,400.0,15.0
140131.0,500.0,15.0
140131.0,600.0,15.0
140131.0,700.0,15.0
140131.0,800.0,15.0
140131.0,900.0,15.0
140131.0,1000.0,13.0
140131.0,1100.0,12.0
140131.0,1200.0,12.0
140131.0,1300.0,11.0
140131.0,1400.0,10.0
140131.0,1500.0,10.0
140131.0,1600.0,10.0
140131.0,1700.0,10.0
140131.0,1800.0,11.0
140131.0,1900.0,12.0
140131.0,2000.0,14.0
140131.0,2100.0,16.0
140131.0,2200.0,17.0
140131.0,2300.0,19.0
140201.0,0.0,21.0
140201.0,100.0,20.0
140201.0,200.0,21.0
140201.0,300.0,20.0
140201.0,400.0,19.0
140201.0,500.0,18.0
140201.0,600.0,18.0
140201.0,700.0,18.0
140201.0,800.0,15.0
140201.0,900.0,15.0
140201.0,1000.0,15.0
140201.0,1100.0,14.0
140201.0,1200.0,13.0
140201.0,1300.0,12.0
140201.0,1400.0,12.0
140201.0,1500.0,11.0
140201.0,1600.0,11.0
140201.0,1700.0,11.0
140201.0,1800.0,12.0
140201.0,1900.0,12.0
140201.0,2000.0,14.0
140201.0,2100.0,16.0
140201.0,2200.0,18.0
140201.0,2300.0,20.0
140202.0,0.0,21.0
140202.0,100.0,20.0
140202.0,200.0,21.0
140202.0,300.0,21.0
140202.0,400.0,20.0
140202.0,500.0,19.0
140202.0,600.0,18.0
140202.0,700.0,16.0
140202.0,800.0,14.0
140202.0,900.0,13.0
140202.0,1000.0,12.0
140202.0,1100.0,12.0
140202.0,1200.0,10.0
140202.0,1300.0,8.0
140202.0,1400.0,8.0
140202.0,1500.0,8.0
140202.0,1600.0,9.0
140202.0,1700.0,8.0
140202.0,1800.0,8.0
140202.0,1900.0,9.0
140202.0,2000.0,11.0
140202.0,2100.0,11.0
140202.0,2200.0,12.0
140202.0,2300.0,13.0
140203.0,0.0,13.0
140203.0,100.0,13.0
140203.0,200.0,12.0
140203.0,300.0,12.0
140203.0,400.0,12.0
140203.0,500.0,12.0
140203.0,600.0,11.0
140203.0,700.0,12.0
140203.0,800.0,12.0
140203.0,900.0,10.0
140203.0,1000.0,10.0
140203.0,1100.0,9.0
140203.0,1200.0,9.0
140203.0,1300.0,8.0
140203.0,1400.0,8.0
140203.0,1500.0,7.0
140203.0,1600.0,8.0
140203.0,1700.0,8.0
140203.0,1800.0,9.0
140203.0,1900.0,9.0
140203.0,2000.0,11.0
140203.0,2100.0,13.0
140203.0,2200.0,15.0
140203.0,2300.0,17.0
140204.0,0.0,16.0
140204.0,100.0,15.0
140204.0,200.0,15.0
140204.0,300.0,14.0
140204.0,400.0,13.0
140204.0,500.0,15.0
140204.0,600.0,16.0
140204.0,700.0,18.0
140204.0,800.0,19.0
140204.0,900.0,20.0
140204.0,1000.0,18.0
140204.0,1100.0,16.0
140204.0,1200.0,14.0
140204.0,1300.0,13.0
140204.0,1400.0,12.0
140204.0,1500.0,11.0
140204.0,1600.0,11.0
140204.0,1700.0,11.0
140204.0,1800.0,12.0
140204.0,1900.0,13.0
140204.0,2000.0,13.0
140204.0,2100.0,13.0
140204.0,2200.0,12.0
140204.0,2300.0,11.0
140205.0,0.0,10.0
140205.0,100.0,9.0
140205.0,200.0,9.0
140205.0,300.0,9.0
140205.0,400.0,9.0
140205.0,500.0,9.0
140205.0,600.0,9.0
140205.0,700.0,9.0
140205.0,800.0,9.0
140205.0,900.0,9.0
140205.0,1000.0,9.0
140205.0,1100.0,9.0
140205.0,1200.0,9.0
140205.0,1300.0,9.0
140205.0,1400.0,8.0
140205.0,1500.0,8.0
140205.0,1600.0,8.0
140205.0,1700.0,8.0
140205.0,1800.0,9.0
140205.0,1900.0,11.0
140205.0,2000.0,13.0
140205.0,2100.0,16.0
140205.0,2200.0,17.0
140205.0,2300.0,20.0
140206.0,0.0,20.0
140206.0,100.0,20.0
140206.0,200.0,20.0
140206.0,300.0,19.0
140206.0,400.0,19.0
140206.0,500.0,19.0
140206.0,600.0,18.0
140206.0,700.0,20.0
140206.0,800.0,20.0
140206.0,900.0,20.0
140206.0,1000.0,20.0
140206.0,1100.0,19.0
140206.0,1200.0,17.0
140206.0,1300.0,15.0
140206.0,1400.0,14.0
140206.0,1500.0,14.0
140206.0,1600.0,14.0
140206.0,1700.0,13.0
140206.0,1800.0,14.0
140206.0,1900.0,14.0
140206.0,2000.0,16.0
140206.0,2100.0,16.0
140206.0,2200.0,17.0
140206.0,2300.0,17.0
140207.0,0.0,16.0
140207.0,100.0,15.0
140207.0,200.0,15.0
140207.0,300.0,14.0
140207.0,400.0,14.0
140207.0,500.0,14.0
140207.0,600.0,16.0
140207.0,700.0,16.0
140207.0,800.0,15.0
140207.0,900.0,15.0
140207.0,1000.0,14.0
140207.0,1100.0,15.0
140207.0,1200.0,14.0
140207.0,1300.0,14.0
140207.0,1400.0,12.0
140207.0,1500.0,11.0
140207.0,1600.0,11.0
140207.0,1700.0,11.0
140207.0,1800.0,11.0
140207.0,1900.0,12.0
140207.0,2000.0,15.0
140207.0,2100.0,16.0
140207.0,2200.0,17.0
140207.0,2300.0,18.0
140208.0,0.0,18.0
140208.0,100.0,18.0
140208.0,200.0,18.0
140208.0,300.0,17.0
140208.0,400.0,17.0
140208.0,500.0,17.0
140208.0,600.0,17.0
140208.0,700.0,17.0
140208.0,800.0,16.0
140208.0,900.0,15.0
140208.0,1000.0,13.0
140208.0,1100.0,12.0
140208.0,1200.0,11.0
140208.0,1300.0,9.0
140208.0,1400.0,8.0
140208.0,1500.0,8.0
140208.0,1600.0,8.0
140208.0,1700.0,8.0
140208.0,1800.0,8.0
140208.0,1900.0,9.0
140208.0,2000.0,11.0
140208.0,2100.0,12.0
140208.0,2200.0,14.0
140208.0,2300.0,16.0
140209.0,0.0,17.0
140209.0,100.0,17.0
140209.0,200.0,17.0
140209.0,300.0,16.0
140209.0,400.0,16.0
140209.0,500.0,14.0
140209.0,600.0,13.0
140209.0,700.0,12.0
140209.0,800.0,11.0
140209.0,900.0,11.0
140209.0,1000.0,10.0
140209.0,1100.0,10.0
140209.0,1200.0,9.0
140209.0,1300.0,8.0
140209.0,1400.0,7.0
140209.0,1500.0,7.0
140209.0,1600.0,8.0
140209.0,1700.0,10.0
140209.0,1800.0,11.0
140209.0,1900.0,12.0
140209.0,2000.0,14.0
140209.0,2100.0,15.0
140209.0,2200.0,17.0
140209.0,2300.0,19.0
140210.0,0.0,19.0
140210.0,100.0,18.0
140210.0,200.0,18.0
140210.0,300.0,17.0
140210.0,400.0,15.0
140210.0,500.0,14.0
140210.0,600.0,13.0
140210.0,700.0,13.0
140210.0,800.0,13.0
140210.0,900.0,13.0
140210.0,1000.0,13.0
140210.0,1100.0,13.0
140210.0,1200.0,14.0
140210.0,1300.0,15.0
140210.0,1400.0,15.0
140210.0,1500.0,16.0
140210.0,1600.0,17.0
140210.0,1700.0,17.0
140210.0,1800.0,18.0
140210.0,1900.0,19.0
140210.0,2000.0,20.0
140210.0,2100.0,20.0
140210.0,2200.0,19.0
140210.0,2300.0,19.0
140211.0,0.0,18.0
140211.0,100.0,15.0
140211.0,200.0,14.0
140211.0,300.0,13.0
140211.0,400.0,12.0
140211.0,500.0,11.0
140211.0,600.0,11.0
140211.0,700.0,11.0
140211.0,800.0,11.0
140211.0,900.0,10.0
140211.0,1000.0,11.0
140211.0,1100.0,11.0
140211.0,1200.0,11.0
140211.0,1300.0,12.0
140211.0,1400.0,14.0
140211.0,1500.0,16.0
140211.0,1600.0,18.0
140211.0,1700.0,19.0
140211.0,1800.0,20.0
140211.0,1900.0,21.0
140211.0,2000.0,23.0
140211.0,2100.0,23.0
140211.0,2200.0,23.0
140211.0,2300.0,24.0
140212.0,0.0,23.0
140212.0,100.0,22.0
140212.0,200.0,22.0
140212.0,300.0,20.0
140212.0,400.0,20.0
140212.0,500.0,20.0
140212.0,600.0,20.0
140212.0,700.0,19.0
140212.0,800.0,19.0
140212.0,900.0,19.0
140212.0,1000.0,19.0
140212.0,1100.0,19.0
140212.0,1200.0,19.0
140212.0,1300.0,19.0
140212.0,1400.0,18.0
140212.0,1500.0,19.0
140212.0,1600.0,20.0
140212.0,1700.0,22.0
140212.0,1800.0,26.0
140212.0,1900.0,30.0
