0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2.158303752511251e-09,4.290645230872597e-09,1.6274631740705484e-08,1.8263970527993938e-09,1.843763594149161e-09,1.1695197953521865e-13,2.170699620164151e-14,3.3709880960150674e-08,9.382375595422707e-09,1.1490183643024825e-08,2.6174485425342093e-08,8.644619769388875e-09,2.702011611768506e-08,2.1406609746594317e-08,1.0847908184664193e-08,3.3746439189872347e-09,0.0,1.1185473770214657e-09,2.904010003993097e-09,0.0,2.081775480917538e-25,3.937015009090658e-14,2.3568985478045575e-14,3.036121393043846e-09,8.254017179655884e-09,4.914122003259403e-10
2.158303752511251e-09,4.290645230872597e-09,1.6274631740705484e-08,1.8263970527993938e-09,1.843763594149161e-09,1.1695197953521865e-13,2.170699620164151e-14,3.3709880960150674e-08,9.382375595422707e-09,1.1490183643024825e-08,2.6174485425342093e-08,8.644619769388875e-09,2.702011611768506e-08,2.1406609746594317e-08,1.0847908184664193e-08,3.3746439189872347e-09,0.0,1.1185473770214657e-09,2.904010003993097e-09,0.0,2.081775480917538e-25,3.937015009090658e-14,2.3568985478045575e-14,3.036121393043846e-09,8.254017179655884e-09,4.914122003259403e-10
2.1603932002918843e-09,4.2948749545427126e-09,1.6290206155048615e-08,1.828325359642285e-09,1.8456944962153466e-09,2.1974342423265143e-13,4.0785702744973e-14,3.374211997380017e-08,9.391583588064325e-09,1.1501443918131077e-08,2.6199995343286973e-08,8.653318196008846e-09,2.7045951461531657e-08,2.1427374118707278e-08,1.0858093078028869e-08,3.3992292174202887e-09,0.0,1.1195973832766885e-09,2.9067345695204257e-09,0.0,0.0,7.397332248855285e-14,4.4283989094030664e-14,3.0390136928496748e-09,8.261831031175869e-09,4.920790308748989e-10
2.161901195747304e-09,4.2979424781528735e-09,1.630141683557507e-08,1.8297421952135636e-09,1.8471155700834262e-09,3.097209505533981e-13,5.748606750335197e-14,3.3765322419048185e-08,9.398250979935546e-09,1.1509600579650657e-08,2.621843386439871e-08,8.659647732724724e-09,2.7064543553741517e-08,2.144237985467433e-08,1.086539616741044e-08,3.4202585920476886e-09,0.0,1.1203503143200296e-09,2.908688462802322e-09,0.0,0.0,1.0426287478831491e-13,6.2522908073374e-14,3.041093658549145e-09,8.267442043508103e-09,4.925895731603137e-10
2.1632734146635647e-09,4.300724760131103e-09,1.6311642648963758e-08,1.831009183442118e-09,1.8483907741838028e-09,3.7714803066534904e-13,7.000093669369259e-14,3.378648919986853e-08,9.404301812609326e-09,1.1517008205402445e-08,2.623518890222822e-08,8.665361520944479e-09,2.7081504924879462e-08,2.1456035729381717e-08,1.087208691970309e-08,3.4363982723514604e-09,0.0,1.121040166822201e-09,2.910479106454683e-09,0.0,0.0,1.269611735673702e-13,7.62628951156366e-14,3.042992831910872e-09,8.27257211526249e-09,4.930271984435069e-10
2.1643152941885367e-09,4.302835064166424e-09,1.6319407985757892e-08,1.8319708719395077e-09,1.8493555075670746e-09,4.283822635058969e-13,7.951031012918545e-14,3.3802563264205886e-08,9.408894242795993e-09,1.1522626396157506e-08,2.624790959866096e-08,8.669699216983438e-09,2.7094385904494608e-08,2.1466394800803962e-08,1.087716602820112e-08,3.4486557074452002e-09,0.0,1.1215638143125264e-09,2.9118380164256566e-09,0.0,0.0,1.4420836403633957e-13,8.66285336031545e-14,3.044434961675198e-09,8.27646798011322e-09,4.933596231688093e-10
2.165091781793238e-09,4.304405881410103e-09,1.6325196387054324e-08,1.832687335267177e-09,1.8500714080890383e-09,4.666005894279504e-13,8.660384837963929e-14,3.381454539621468e-08,9.412315306607085e-09,1.1526808025791304e-08,2.6257389282821085e-08,8.672931473112673e-09,2.7103988255434533e-08,2.1474106854077778e-08,1.0880950519192737e-08,3.4577936417249776e-09,0.0,1.1219539570711415e-09,2.9128501866179275e-09,0.0,0.0,1.5707392213842628e-13,9.42946411144525e-14,3.045509880497157e-09,8.27937216089227e-09,4.936075048369994e-10
2.1658032829616543e-09,4.305840744536282e-09,1.6330502845924018e-08,1.8333432350495939e-09,1.8507202448170716e-09,5.017005192014467e-13,9.31185792881825e-14,3.382553053728645e-08,9.415446437350735e-09,1.1530627032591114e-08,2.6266073866603573e-08,8.67589200168424e-09,2.711279266489834e-08,2.1481154245000655e-08,1.0884416319757709e-08,3.466173186638878e-09,0.0,1.1223111724600276e-09,2.9137762742150204e-09,0.0,0.0,1.6888964654134263e-13,1.0118240301833e-13,3.0464951470308123e-09,8.282034870675382e-09,4.938349493682801e-10
2.1665405028027514e-09,4.307324576651878e-09,1.633600273495632e-08,1.8340224558072314e-09,1.8513879207755982e-09,5.381209574386778e-13,9.987839147823979e-14,3.383691652106003e-08,9.418688415773983e-09,1.153457591893992e-08,2.6275071262705953e-08,8.678958762962041e-09,2.7121919011573332e-08,2.1488443971229665e-08,1.0888006136315088e-08,3.474859742781624e-09,0.0,1.12268112249983e-09,2.914734943246359e-09,0.0,0.0,1.8114983415084887e-13,1.0823081711518286e-13,3.047516228645612e-09,8.284794854782404e-09,4.94070814624009e-10
2.1666014534412206e-09,4.3074717654455126e-09,1.6336379596867424e-08,1.8341513372950217e-09,1.8514937215002591e-09,5.888565989080881e-13,1.0929517337231581e-13,3.383768865121695e-08,9.419005715909927e-09,1.1534935628874195e-08,2.6275889984236553e-08,8.679362020599225e-09,2.71225376813669e-08,2.148901990446577e-08,1.0888151571104174e-08,3.485462227310003e-09,0.0,1.122695844771123e-09,2.914770705856571e-09,0.0,0.0,1.9822892777776309e-13,1.1806785453404295e-13,3.047579645694218e-09,8.284944945143997e-09,4.941795145290934e-10
