FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
190723;1300;;18;;
190723;1400;;18;;
190723;1500;;16;;
190723;1600;;23;;
190723;1700;;36;;
190723;1800;;76;;
190723;1900;;122;;
190723;2000;;113;;
190723;2100;;204;;
190723;2200;;85;;
190723;2300;;116;;
190724;0000;;210;;
190724;0100;;166;;
190724;0200;;214;;
190724;0300;;151;;
190724;0400;;145;;
190724;0500;;101;;
190724;0600;;122;;
190724;0700;;86;;
190724;0800;;182;;
190724;0900;;218;;
190724;1000;;19;;
190724;1100;;31;;
190724;1200;;22;;
190724;1300;;18;;
190724;1400;;9;;
190724;1500;;18;;
190724;1600;;20;;
190724;1700;;44;;
190724;1800;;111;;
190724;1900;;124;;
190724;2000;;157;;
190724;2100;;114;;
190724;2200;;94;;
190724;2300;;136;;
190725;0000;;85;;
190725;0100;;47;;
190725;0200;;38;;
190725;0300;;36;;
190725;0400;;36;;
190725;0500;;27;;
190725;0600;;32;;
190725;0700;;36;;
190725;0800;;46;;
190725;0900;;42;;
190725;1000;;48;;
190725;1100;;15;;
190725;1200;;16;;
190725;1300;;15;;
190725;1400;;17;;
190725;1500;;25;;
190725;1600;;28;;
190725;1700;;39;;
190725;1800;;43;;
190725;1900;;36;;
190725;2000;;36;;
190725;2100;;38;;
190725;2200;;45;;
190725;2300;;39;;
190726;0000;;34;;
190726;0100;;33;;
190726;0200;;31;;
190726;0300;;32;;
190726;0400;;26;;
190726;0500;;33;;
190726;0600;;34;;
190726;0700;;36;;
190726;0800;;52;;
190726;0900;;89;;
190726;1000;;55;;
190726;1100;;38;;
190726;1200;;33;;
190726;1300;;36;;
190726;1400;;24;;
190726;1500;;20;;
190726;1600;;27;;
190726;1700;;63;;
190726;1800;;130;;
190726;1900;;82;;
190726;2000;;141;;
190726;2100;;249;;
190726;2200;;386;;
190726;2300;;258;;
190727;0000;;239;;
190727;0100;;266;;
190727;0200;;199;;
190727;0300;;126;;
190727;0400;;109;;
190727;0500;;104;;
190727;0600;;88;;
190727;0700;;44;;
190727;0800;;57;;
190727;0900;;71;;
190727;1000;;105;;
190727;1100;;108;;
190727;1200;;92;;
190727;1300;;64;;
190727;1400;;39;;
190727;1500;;37;;
190727;1600;;43;;
190727;1700;;61;;
190727;1800;;139;;
190727;1900;;129;;
190727;2000;;94;;
190727;2100;;158;;
190727;2200;;166;;
190727;2300;;59;;
190728;0000;;40;;
190728;0100;;27;;
190728;0200;;34;;
190728;0300;;43;;
190728;0400;;23;;
190728;0500;;18;;
190728;0600;;22;;
190728;0700;;31;;
190728;0800;;25;;
190728;0900;;22;;
190728;1000;;4;;
190728;1100;;10;;
190728;1200;;11;;
190728;1300;;10;;
190728;1400;;8;;
190728;1500;;13;;
190728;1600;;10;;
190728;1700;;11;;
190728;1800;;8;;
190728;1900;;11;;
190728;2000;;9;;
190728;2100;;22;;
190728;2200;;26;;
190728;2300;;12;;
190729;0000;;17;;
190729;0100;;6;;
190729;0200;;4;;
190729;0300;;6;;
190729;0400;;4;;
190729;0500;;6;;
190729;0600;;9;;
190729;0700;;6;;
190729;0800;;8;;
190729;0900;;11;;
190729;1000;;10;;
190729;1100;;9;;
190729;1200;;10;;
190729;1300;;11;;
190729;1400;;11;;
190729;1500;;18;;
190729;1600;;26;;
190729;1700;;33;;
190729;1800;;23;;
190729;1900;;23;;
190729;2000;;22;;
190729;2100;;6;;
190729;2200;;5;;
190729;2300;;7;;
190730;0000;;7;;
190730;0100;;4;;
190730;0200;;3;;
190730;0300;;5;;
190730;0400;;3;;
190730;0500;;2;;
190730;0600;;2;;
190730;0700;;4;;
190730;0800;;11;;
190730;0900;;17;;
190730;1000;;17;;
190730;1100;;17;;
190730;1200;;9;;
190730;1300;;10;;
190730;1400;;11;;
190730;1500;;12;;
190730;1600;;14;;
190730;1700;;17;;
190730;1800;;21;;
190730;1900;;17;;
190730;2000;;10;;
190730;2100;;25;;
190730;2200;;51;;
190730;2300;;33;;
190731;0000;;29;;
190731;0100;;19;;
190731;0200;;15;;
190731;0300;;19;;
190731;0400;;10;;
190731;0500;;11;;
190731;0600;;8;;
190731;0700;;7;;
190731;0800;;13;;
190731;0900;;16;;
190731;1000;;9;;
190731;1100;;14;;
190731;1200;;15;;
190731;1300;;12;;
190731;1400;;12;;
190731;1500;;16;;
190731;1600;;15;;
190731;1700;;14;;
190731;1800;;16;;
190731;1900;;23;;
190731;2000;;18;;
190731;2100;;19;;
190731;2200;;21;;
190731;2300;;18;;
190801;0000;;16;;
190801;0100;;9;;
190801;0200;;11;;
190801;0300;;8;;
190801;0400;;7;;
190801;0500;;8;;
190801;0600;;7;;
190801;0700;;10;;
190801;0800;;17;;
190801;0900;;20;;
190801;1000;;13;;
190801;1100;;17;;
190801;1200;;18;;
190801;1300;;19;;
190801;1400;;24;;
190801;1500;;20;;
190801;1600;;23;;
190801;1700;;21;;
190801;1800;;27;;
190801;1900;;46;;
190801;2000;;92;;
190801;2100;;95;;
190801;2200;;134;;
190801;2300;;118;;
190802;0000;;110;;
190802;0100;;154;;
190802;0200;;225;;
190802;0300;;165;;
190802;0400;;156;;
190802;0500;;59;;
190802;0600;;18;;
190802;0700;;17;;
190802;0800;;21;;
190802;0900;;21;;
190802;1000;;35;;
190802;1100;;27;;
190802;1200;;30;;
190802;1300;;19;;
190802;1400;;18;;
190802;1500;;17;;
190802;1600;;17;;
190802;1700;;36;;
190802;1800;;99;;
190802;1900;;111;;
190802;2000;;106;;
190802;2100;;120;;
190802;2200;;197;;
190802;2300;;278;;
190803;0000;;261;;
190803;0100;;266;;
190803;0200;;210;;
190803;0300;;187;;
190803;0400;;101;;
190803;0500;;73;;
190803;0600;;56;;
190803;0700;;53;;
190803;0800;;63;;
190803;0900;;48;;
190803;1000;;57;;
190803;1100;;41;;
190803;1200;;24;;
190803;1300;;16;;
190803;1400;;18;;
190803;1500;;13;;
190803;1600;;11;;
190803;1700;;41;;
190803;1800;;75;;
190803;1900;;224;;
190803;2000;;234;;
190803;2100;;331;;
190803;2200;;316;;
190803;2300;;222;;
190804;0000;;138;;
190804;0100;;176;;
190804;0200;;106;;
190804;0300;;57;;
190804;0400;;48;;
190804;0500;;23;;
190804;0600;;23;;
190804;0700;;18;;
190804;0800;;18;;
190804;0900;;15;;
190804;1000;;29;;
190804;1100;;55;;
190804;1200;;50;;
190804;1300;;66;;
190804;1400;;92;;
190804;1500;;90;;
190804;1600;;56;;
190804;1700;;37;;
190804;1800;;73;;
190804;1900;;328;;
190804;2000;;196;;
190804;2100;;75;;
190804;2200;;40;;
190804;2300;;21;;
190805;0000;;22;;
190805;0100;;19;;
190805;0200;;21;;
190805;0300;;20;;
190805;0400;;25;;
190805;0500;;11;;
190805;0600;;12;;
190805;0700;;14;;
190805;0800;;20;;
190805;0900;;28;;
190805;1000;;27;;
190805;1100;;;85;
190805;1200;;22;;
190805;1300;;19;;
190805;1400;;17;;
190805;1500;;12;;
190805;1600;;12;;
190805;1700;;15;;
190805;1800;;20;;
190805;1900;;22;;
190805;2000;;27;;
190805;2100;;19;;
190805;2200;;15;;
190805;2300;;9;;
190806;0000;;9;;
190806;0100;;11;;
190806;0200;;8;;
190806;0300;;9;;
190806;0400;;9;;
190806;0500;;6;;
190806;0600;;4;;
190806;0700;;8;;
190806;0800;;19;;
190806;0900;;14;;
190806;1000;;12;;
190806;1100;;24;;
190806;1200;;14;;
190806;1300;;11;;
190806;1400;;13;;
190806;1500;;16;;
190806;1600;;25;;
190806;1700;;21;;
190806;1800;;43;;
190806;1900;;77;;
190806;2000;;89;;
190806;2100;;129;;
190806;2200;;111;;
190806;2300;;136;;
190807;0000;;60;;
190807;0100;;42;;
190807;0200;;28;;
190807;0300;;31;;
190807;0400;;34;;
190807;0500;;39;;
190807;0600;;27;;
190807;0700;;25;;
190807;0800;;48;;
190807;0900;;61;;
190807;1000;;52;;
190807;1100;;23;;
190807;1200;;22;;
190807;1300;;13;;
190807;1400;;11;;
190807;1500;;9;;
190807;1600;;12;;
190807;1700;;30;;
190807;1800;;44;;
190807;1900;;50;;
190807;2000;;45;;
190807;2100;;75;;
190807;2200;;108;;
190807;2300;;155;;
190808;0000;;71;;
190808;0100;;41;;
190808;0200;;35;;
190808;0300;;21;;
190808;0400;;11;;
190808;0500;;25;;
190808;0600;;10;;
190808;0700;;23;;
190808;0800;;25;;
190808;0900;;17;;
190808;1000;;13;;
190808;1100;;12;;
190808;1200;;10;;
190808;1300;;9;;
190808;1400;;12;;
190808;1500;;12;;
190808;1600;;11;;
190808;1700;;20;;
190808;1800;;45;;
190808;1900;;43;;
190808;2000;;40;;
190808;2100;;61;;
190808;2200;;45;;
190808;2300;;106;;
190809;0000;;96;;
190809;0100;;111;;
190809;0200;;77;;
190809;0300;;81;;
190809;0400;;54;;
190809;0500;;32;;
190809;0600;;31;;
190809;0700;;43;;
190809;0800;;74;;
190809;0900;;68;;
190809;1000;;53;;
190809;1100;;36;;
190809;1200;;21;;
190809;1300;;;14;
190809;1400;;32;;
190809;1500;;10;;
190809;1600;;14;;
190809;1700;;14;;
190809;1800;;38;;
190809;1900;;73;;
190809;2000;;119;;
190809;2100;;92;;
190809;2200;;69;;
190809;2300;;48;;
190810;0000;;44;;
190810;0100;;35;;
190810;0200;;33;;
190810;0300;;25;;
190810;0400;;22;;
190810;0500;;26;;
190810;0600;;20;;
190810;0700;;11;;
190810;0800;;12;;
190810;0900;;15;;
190810;1000;;21;;
190810;1100;;31;;
190810;1200;;24;;
190810;1300;;13;;
190810;1400;;10;;
190810;1500;;16;;
190810;1600;;26;;
190810;1700;;32;;
190810;1800;;25;;
190810;1900;;16;;
190810;2000;;30;;
190810;2100;;39;;
190810;2200;;19;;
190810;2300;;13;;
190811;0000;;12;;
190811;0100;;16;;
190811;0200;;8;;
190811;0300;;10;;
190811;0400;;11;;
190811;0500;;7;;
190811;0600;;8;;
190811;0700;;11;;
190811;0800;;11;;
190811;0900;;26;;
190811;1000;;14;;
190811;1100;;10;;
190811;1200;;9;;
190811;1300;;8;;
190811;1400;;8;;
190811;1500;;9;;
190811;1600;;13;;
190811;1700;;10;;
190811;1800;;20;;
190811;1900;;14;;
190811;2000;;15;;
190811;2100;;19;;
190811;2200;;18;;
190811;2300;;14;;
190812;0000;;15;;
190812;0100;;14;;
190812;0200;;11;;
190812;0300;;13;;
190812;0400;;15;;
190812;0500;;6;;
190812;0600;;7;;
190812;0700;;14;;
190812;0800;;19;;
190812;0900;;21;;
190812;1000;;20;;
190812;1100;;21;;
190812;1200;;6;;
190812;1300;;8;;
190812;1400;;5;;
190812;1500;;11;;
190812;1600;;16;;
190812;1700;;18;;
190812;1800;;59;;
190812;1900;;104;;
190812;2000;;196;;
190812;2100;;354;;
190812;2200;;322;;
190812;2300;;201;;
190813;0000;;161;;
190813;0100;;180;;
190813;0200;;220;;
190813;0300;;148;;
190813;0400;;85;;
190813;0500;;47;;
190813;0600;;30;;
190813;0700;;39;;
190813;0800;;41;;
190813;0900;;84;;
190813;1000;;38;;
190813;1100;;9;;
190813;1200;;14;;
190813;1300;;11;;
190813;1400;;10;;
190813;1500;;11;;
190813;1600;;14;;
190813;1700;;26;;
190813;1800;;40;;
190813;1900;;58;;
190813;2000;;104;;
190813;2100;;156;;
190813;2200;;187;;
190813;2300;;72;;
190814;0000;;82;;
190814;0100;;94;;
190814;0200;;56;;
190814;0300;;46;;
190814;0400;;44;;
190814;0500;;39;;
190814;0600;;40;;
190814;0700;;38;;
190814;0800;;50;;
190814;0900;;32;;
190814;1000;;39;;
190814;1100;;48;;
190814;1200;;44;;
190814;1300;;36;;
190814;1400;;30;;
190814;1500;;24;;
190814;1600;;42;;
190814;1700;;90;;
190814;1800;;132;;
190814;1900;;76;;
190814;2000;;42;;
190814;2100;;38;;
190814;2200;;78;;
190814;2300;;64;;
190815;0000;;83;;
190815;0100;;56;;
190815;0200;;60;;
190815;0300;;33;;
190815;0400;;41;;
190815;0500;;47;;
190815;0600;;71;;
190815;0700;;42;;
190815;0800;;37;;
190815;0900;;33;;
190815;1000;;39;;
190815;1100;;29;;
190815;1200;;19;;
190815;1300;;16;;
190815;1400;;18;;
190815;1500;;14;;
190815;1600;;17;;
190815;1700;;20;;
190815;1800;;28;;
190815;1900;;21;;
190815;2000;;28;;
190815;2100;;25;;
190815;2200;;24;;
190815;2300;;43;;
190816;0000;;21;;
190816;0100;;18;;
190816;0200;;15;;
190816;0300;;14;;
190816;0400;;19;;
190816;0500;;20;;
190816;0600;;13;;
190816;0700;;16;;
190816;0800;;18;;
190816;0900;;21;;
190816;1000;;38;;
190816;1100;;30;;
190816;1200;;18;;
190816;1300;;8;;
190816;1400;;11;;
190816;1500;;14;;
190816;1600;;9;;
190816;1700;;15;;
190816;1800;;15;;
190816;1900;;12;;
190816;2000;;18;;
190816;2100;;17;;
190816;2200;;9;;
190816;2300;;13;;
190817;0000;;12;;
190817;0100;;8;;
190817;0200;;6;;
190817;0300;;3;;
190817;0400;;1;;
190817;0500;;2;;
190817;0600;;4;;
190817;0700;;2;;
190817;0800;;2;;
190817;0900;;6;;
190817;1000;;4;;
190817;1100;;3;;
190817;1200;;5;;
190817;1300;;12;;
190817;1400;;8;;
190817;1500;;4;;
190817;1600;;9;;
190817;1700;;8;;
190817;1800;;16;;
190817;1900;;24;;
190817;2000;;20;;
190817;2100;;37;;
190817;2200;;22;;
190817;2300;;15;;
190818;0000;;18;;
190818;0100;;22;;
190818;0200;;19;;
190818;0300;;48;;
190818;0400;;29;;
190818;0500;;13;;
190818;0600;;12;;
190818;0700;;22;;
190818;0800;;28;;
190818;0900;;38;;
190818;1000;;53;;
190818;1100;;42;;
190818;1200;;46;;
190818;1300;;11;;
190818;1400;;11;;
190818;1500;;14;;
190818;1600;;9;;
190818;1700;;7;;
190818;1800;;22;;
190818;1900;;8;;
190818;2000;;16;;
190818;2100;;25;;
190818;2200;;23;;
190818;2300;;34;;
190819;0000;;47;;
190819;0100;;55;;
190819;0200;;44;;
190819;0300;;27;;
190819;0400;;29;;
190819;0500;;11;;
190819;0600;;17;;
190819;0700;;20;;
190819;0800;;23;;
190819;0900;;27;;
190819;1000;;43;;
190819;1100;;25;;
190819;1200;;17;;
190819;1300;;10;;
190819;1400;;8;;
190819;1500;;17;;
190819;1600;;6;;
190819;1700;;13;;
190819;1800;;40;;
190819;1900;;49;;
190819;2000;;39;;
190819;2100;;47;;
190819;2200;;98;;
190819;2300;;116;;
190820;0000;;89;;
190820;0100;;46;;
190820;0200;;34;;
190820;0300;;32;;
190820;0400;;38;;
190820;0500;;35;;
190820;0600;;28;;
190820;0700;;35;;
190820;0800;;44;;
190820;0900;;38;;
190820;1000;;34;;
190820;1100;;38;;
190820;1200;;37;;
190820;1300;;46;;
190820;1400;;26;;
190820;1500;;22;;
190820;1600;;22;;
190820;1700;;22;;
190820;1800;;33;;
190820;1900;;32;;
190820;2000;;38;;
190820;2100;;46;;
190820;2200;;50;;
190820;2300;;29;;
190821;0000;;21;;
190821;0100;;19;;
190821;0200;;14;;
190821;0300;;11;;
190821;0400;;9;;
190821;0500;;8;;
190821;0600;;9;;
190821;0700;;14;;
190821;0800;;23;;
190821;0900;;26;;
190821;1000;;33;;
190821;1100;;6;;
190821;1200;;20;;
190821;1300;;6;;
190821;1400;;4;;
190821;1500;;12;;
190821;1600;;10;;
190821;1700;;11;;
190821;1800;;39;;
190821;1900;;61;;
190821;2000;;57;;
190821;2100;;96;;
190821;2200;;132;;
190821;2300;;173;;
190822;0000;;218;;
190822;0100;;181;;
190822;0200;;137;;
190822;0300;;30;;
190822;0400;;8;;
190822;0500;;7;;
190822;0600;;7;;
190822;0700;;12;;
190822;0800;;18;;
190822;0900;;35;;
190822;1000;;29;;
190822;1100;;34;;
190822;1200;;38;;
190822;1300;;26;;
190822;1400;;22;;
190822;1500;;22;;
190822;1600;;25;;
190822;1700;;41;;
190822;1800;;70;;
190822;1900;;117;;
190822;2000;;102;;
190822;2100;;71;;
190822;2200;;83;;
190822;2300;;92;;
190823;0000;;49;;
190823;0100;;39;;
190823;0200;;49;;
190823;0300;;31;;
190823;0400;;39;;
190823;0500;;32;;
190823;0600;;35;;
190823;0700;;33;;
190823;0800;;38;;
190823;0900;;26;;
190823;1000;;38;;
190823;1100;;38;;
190823;1200;;43;;
190823;1300;;31;;
190823;1400;;24;;
190823;1500;;10;;
190823;1600;;20;;
190823;1700;;26;;
190823;1800;;38;;
190823;1900;;37;;
190823;2000;;22;;
190823;2100;;20;;
190823;2200;;37;;
190823;2300;;40;;
190824;0000;;40;;
190824;0100;;42;;
190824;0200;;26;;
190824;0300;;23;;
190824;0400;;18;;
190824;0500;;16;;
190824;0600;;22;;
190824;0700;;17;;
190824;0800;;24;;
190824;0900;;35;;
190824;1000;;36;;
190824;1100;;36;;
190824;1200;;22;;
190824;1300;;12;;
190824;1400;;8;;
190824;1500;;11;;
190824;1600;;10;;
190824;1700;;17;;
190824;1800;;19;;
190824;1900;;24;;
190824;2000;;12;;
190824;2100;;16;;
190824;2200;;16;;
190824;2300;;14;;
190825;0000;;18;;
190825;0100;;23;;
190825;0200;;18;;
190825;0300;;8;;
190825;0400;;15;;
190825;0500;;20;;
190825;0600;;22;;
190825;0700;;6;;
190825;0800;;11;;
190825;0900;;9;;
190825;1000;;18;;
190825;1100;;35;;
190825;1200;;32;;
190825;1300;;32;;
190825;1400;;24;;
190825;1500;;32;;
190825;1600;;15;;
190825;1700;;42;;
190825;1800;;19;;
190825;1900;;12;;
190825;2000;;17;;
190825;2100;;7;;
190825;2200;;8;;
190825;2300;;4;;
190826;0000;;3;;
190826;0100;;6;;
190826;0200;;7;;
190826;0300;;6;;
190826;0400;;4;;
190826;0500;;5;;
190826;0600;;5;;
190826;0700;;7;;
190826;0800;;13;;
190826;0900;;19;;
190826;1000;;21;;
190826;1100;;;;
190826;1200;;;;
190826;1300;;;;
190826;1400;;;;
190826;1500;;;;
190826;1600;;;;
190826;1700;;;;
190826;1800;;;;
190826;1900;;;;
190826;2000;;39;;
190826;2100;;69;;
190826;2200;;77;;
190826;2300;;71;;
190827;0000;;29;;
190827;0100;;15;;
190827;0200;;6;;
190827;0300;;9;;
190827;0400;;8;;
190827;0500;;9;;
190827;0600;;8;;
190827;0700;;12;;
190827;0800;;19;;
190827;0900;;20;;
190827;1000;;22;;
190827;1100;;30;;
190827;1200;;17;;
190827;1300;;20;;
190827;1400;;28;;
190827;1500;;8;;
190827;1600;;11;;
190827;1700;;12;;
190827;1800;;15;;
190827;1900;;15;;
190827;2000;;18;;
190827;2100;;18;;
190827;2200;;5;;
190827;2300;;5;;
190828;0000;;5;;
190828;0100;;2;;
190828;0200;;5;;
190828;0300;;4;;
190828;0400;;2;;
190828;0500;;2;;
190828;0600;;3;;
190828;0700;;2;;
190828;0800;;1;;
190828;0900;;8;;
190828;1000;;8;;
190828;1100;;9;;
190828;1200;;11;;
190828;1300;;11;;
190828;1400;;12;;
190828;1500;;11;;
190828;1600;;15;;
190828;1700;;16;;
190828;1800;;30;;
190828;1900;;40;;
190828;2000;;99;;
190828;2100;;113;;
190828;2200;;52;;
190828;2300;;54;;
190829;0000;;66;;
190829;0100;;25;;
190829;0200;;19;;
190829;0300;;18;;
190829;0400;;15;;
190829;0500;;12;;
190829;0600;;9;;
190829;0700;;14;;
190829;0800;;15;;
190829;0900;;24;;
190829;1000;;18;;
190829;1100;;4;;
190829;1200;;12;;
190829;1300;;8;;
190829;1400;;11;;
190829;1500;;14;;
190829;1600;;11;;
190829;1700;;10;;
190829;1800;;10;;
190829;1900;;14;;
190829;2000;;15;;
190829;2100;;31;;
190829;2200;;32;;
190829;2300;;16;;
190830;0000;;28;;
190830;0100;;30;;
190830;0200;;24;;
190830;0300;;17;;
190830;0400;;8;;
190830;0500;;9;;
190830;0600;;10;;
190830;0700;;16;;
190830;0800;;10;;
190830;0900;;13;;
190830;1000;;14;;
190830;1100;;8;;
190830;1200;;6;;
190830;1300;;4;;
190830;1400;;2;;
190830;1500;;7;;
190830;1600;;15;;
190830;1700;;10;;
190830;1800;;25;;
190830;1900;;28;;
190830;2000;;24;;
190830;2100;;50;;
190830;2200;;76;;
190830;2300;;87;;
190831;0000;;58;;
190831;0100;;54;;
190831;0200;;42;;
190831;0300;;26;;
190831;0400;;17;;
190831;0500;;16;;
190831;0600;;14;;
190831;0700;;10;;
190831;0800;;11;;
190831;0900;;17;;
190831;1000;;8;;
190831;1100;;7;;
190831;1200;;23;;
190831;1300;;5;;
190831;1400;;4;;
190831;1500;;9;;
190831;1600;;8;;
190831;1700;;10;;
190831;1800;;24;;
190831;1900;;44;;
190831;2000;;42;;
190831;2100;;52;;
190831;2200;;40;;
190831;2300;;51;;
190901;0000;;90;;
190901;0100;;69;;
190901;0200;;60;;
190901;0300;;49;;
190901;0400;;44;;
190901;0500;;26;;
190901;0600;;29;;
190901;0700;;26;;
190901;0800;;24;;
190901;0900;;11;;
190901;1000;;7;;
190901;1100;;4;;
190901;1200;;5;;
190901;1300;;4;;
190901;1400;;4;;
190901;1500;;5;;
190901;1600;;6;;
190901;1700;;13;;
190901;1800;;16;;
190901;1900;;26;;
190901;2000;;22;;
190901;2100;;23;;
190901;2200;;38;;
190901;2300;;33;;
