FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
190622;0100;31;;;
190622;0200;24;;;
190622;0300;28;;;
190622;0400;26;;;
190622;0500;25;;;
190622;0600;27;;;
190622;0700;32;;;
190622;0800;36;;;
190622;0900;46;;;
190622;1000;52;;;
190622;1100;62;;;
190622;1200;65;;;
190622;1300;43;;;
190622;1400;21;;;
190622;1500;16;;;
190622;1600;20;;;
190622;1700;42;;;
190622;1800;67;;;
190622;1900;51;;;
190622;2000;84;;;
190622;2100;70;;;
190622;2200;89;;;
190622;2300;58;;;
190623;0000;16;;;
190623;0100;11;;;
190623;0200;13;;;
190623;0300;24;;;
190623;0400;11;;;
190623;0500;9;;;
190623;0600;14;;;
190623;0700;9;;;
190623;0800;9;;;
190623;0900;26;;;
190623;1000;18;;;
190623;1100;11;;;
190623;1200;10;;;
190623;1300;8;;;
190623;1400;11;;;
190623;1500;17;;;
190623;1600;12;;;
190623;1700;23;;;
190623;1800;45;;;
190623;1900;40;;;
190623;2000;37;;;
190623;2100;63;;;
190623;2200;47;;;
190623;2300;21;;;
190624;0000;13;;;
190624;0100;12;;;
190624;0200;17;;;
190624;0300;7;;;
190624;0400;8;;;
190624;0500;8;;;
190624;0600;7;;;
190624;0700;10;;;
190624;0800;23;;;
190624;0900;27;;;
190624;1000;19;;;
190624;1100;13;;;
190624;1200;15;;;
190624;1300;13;;;
190624;1400;30;;;
190624;1500;32;;;
190624;1600;15;;;
190624;1700;25;;;
190624;1800;54;;;
190624;1900;56;;;
190624;2000;69;;;
190624;2100;79;;;
190624;2200;55;;;
190624;2300;59;;;
190625;0000;53;;;
190625;0100;25;;;
190625;0200;10;;;
190625;0300;10;;;
190625;0400;7;;;
190625;0500;8;;;
190625;0600;11;;;
190625;0700;15;;;
190625;0800;16;;;
190625;0900;36;;;
190625;1000;19;;;
190625;1100;14;;;
190625;1200;13;;;
190625;1300;20;;;
190625;1400;15;;;
190625;1500;21;;;
190625;1600;25;;;
190625;1700;25;;;
190625;1800;24;;;
190625;1900;30;;;
190625;2000;18;;;
190625;2100;20;;;
190625;2200;18;;;
190625;2300;12;;;
190626;0000;12;;;
190626;0100;8;;;
190626;0200;5;;;
190626;0300;6;;;
190626;0400;5;;;
190626;0500;5;;;
190626;0600;4;;;
190626;0700;5;;;
190626;0800;7;;;
190626;0900;12;;;
190626;1000;11;;;
190626;1100;16;;;
190626;1200;12;;;
190626;1300;15;;;
190626;1400;15;;;
190626;1500;14;;;
190626;1600;14;;;
190626;1700;17;;;
190626;1800;33;;;
190626;1900;31;;;
190626;2000;32;;;
190626;2100;44;;;
190626;2200;27;;;
190626;2300;21;;;
190627;0000;9;;;
190627;0100;10;;;
190627;0200;8;;;
190627;0300;5;;;
190627;0400;6;;;
190627;0500;5;;;
190627;0600;7;;;
190627;0700;11;;;
190627;0800;10;;;
190627;0900;10;;;
190627;1000;19;;;
190627;1100;19;;;
190627;1200;31;;;
190627;1300;23;;;
190627;1400;32;;;
190627;1500;27;;;
190627;1600;45;;;
190627;1700;61;;;
190627;1800;113;;;
190627;1900;60;;;
190627;2000;103;;;
190627;2100;181;;;
190627;2200;82;;;
190627;2300;107;;;
190628;0000;141;;;
190628;0100;88;;;
190628;0200;46;;;
190628;0300;17;;;
190628;0400;8;;;
190628;0500;7;;;
190628;0600;9;;;
190628;0700;20;;;
190628;0800;29;;;
190628;0900;30;;;
190628;1000;23;;;
190628;1100;24;;;
190628;1200;25;;;
190628;1300;30;;;
190628;1400;33;;;
190628;1500;25;;;
190628;1600;29;;;
190628;1700;39;;;
190628;1800;40;;;
190628;1900;34;;;
190628;2000;51;;;
190628;2100;62;;;
190628;2200;55;;;
190628;2300;32;;;
190629;0000;20;;;
190629;0100;12;;;
190629;0200;18;;;
190629;0300;12;;;
190629;0400;14;;;
190629;0500;12;;;
190629;0600;9;;;
190629;0700;10;;;
190629;0800;11;;;
190629;0900;22;;;
190629;1000;21;;;
190629;1100;12;;;
190629;1200;11;;;
190629;1300;11;;;
190629;1400;11;;;
190629;1500;10;;;
190629;1600;19;;;
190629;1700;61;;;
190629;1800;120;;;
190629;1900;138;;;
190629;2000;118;;;
190629;2100;88;;;
190629;2200;75;;;
190629;2300;51;;;
190630;0000;54;;;
190630;0100;37;;;
190630;0200;26;;;
190630;0300;23;;;
190630;0400;27;;;
190630;0500;18;;;
190630;0600;13;;;
190630;0700;12;;;
190630;0800;12;;;
190630;0900;21;;;
190630;1000;28;;;
190630;1100;39;;;
190630;1200;42;;;
190630;1300;28;;;
190630;1400;42;;;
190630;1500;36;;;
190630;1600;29;;;
190630;1700;63;;;
190630;1800;71;;;
190630;1900;90;;;
190630;2000;69;;;
190630;2100;53;;;
190630;2200;53;;;
190630;2300;141;;;
190701;0000;247;;;
190701;0100;251;;;
190701;0200;162;;;
190701;0300;114;;;
190701;0400;66;;;
190701;0500;56;;;
190701;0600;69;;;
190701;0700;66;;;
190701;0800;101;;;
190701;0900;116;;;
190701;1000;85;;;
190701;1100;68;;;
190701;1200;66;;;
190701;1300;24;;;
190701;1400;19;;;
190701;1500;21;;;
190701;1600;29;;;
190701;1700;25;;;
190701;1800;34;;;
190701;1900;20;;;
190701;2000;14;;;
190701;2100;12;;;
190701;2200;12;;;
190701;2300;12;;;
190702;0000;9;;;
190702;0100;9;;;
190702;0200;19;;;
190702;0300;11;;;
190702;0400;7;;;
190702;0500;5;;;
190702;0600;8;;;
190702;0700;19;;;
190702;0800;32;;;
190702;0900;48;;;
190702;1000;23;;;
190702;1100;26;;;
190702;1200;21;;;
190702;1300;20;;;
190702;1400;18;;;
190702;1500;14;;;
190702;1600;33;;;
190702;1700;66;;;
190702;1800;109;;;
190702;1900;80;;;
190702;2000;69;;;
190702;2100;57;;;
190702;2200;48;;;
190702;2300;27;;;
190703;0000;28;;;
190703;0100;46;;;
190703;0200;19;;;
190703;0300;21;;;
190703;0400;6;;;
190703;0500;4;;;
190703;0600;2;;;
190703;0700;5;;;
190703;0800;10;;;
190703;0900;18;;;
190703;1000;24;;;
190703;1100;17;;;
190703;1200;19;;;
190703;1300;30;;;
190703;1400;19;;;
190703;1500;24;;;
190703;1600;27;;;
190703;1700;27;;;
190703;1800;34;;;
190703;1900;40;;;
190703;2000;71;;;
190703;2100;68;;;
190703;2200;121;;;
190703;2300;140;;;
190704;0000;136;;;
190704;0100;98;;;
190704;0200;78;;;
190704;0300;123;;;
190704;0400;32;;;
190704;0500;44;;;
190704;0600;18;;;
190704;0700;19;;;
190704;0800;15;;;
190704;0900;27;;;
190704;1000;25;;;
190704;1100;18;;;
190704;1200;13;;;
190704;1300;18;;;
190704;1400;19;;;
190704;1500;25;;;
190704;1600;35;;;
190704;1700;77;;;
190704;1800;183;;;
190704;1900;219;;;
190704;2000;127;;;
190704;2100;134;;;
190704;2200;211;;;
190704;2300;219;;;
190705;0000;355;;;
190705;0100;196;;;
190705;0200;144;;;
190705;0300;105;;;
190705;0400;97;;;
190705;0500;51;;;
190705;0600;100;;;
190705;0700;124;;;
190705;0800;176;;;
190705;0900;114;;;
190705;1000;35;;;
190705;1100;35;;;
190705;1200;18;;;
190705;1300;15;;;
190705;1400;18;;;
190705;1500;28;;;
190705;1600;39;;;
190705;1700;101;;;
190705;1800;119;;;
190705;1900;179;;;
190705;2000;122;;;
190705;2100;231;;;
190705;2200;281;;;
190705;2300;221;;;
190706;0000;104;;;
190706;0100;230;;;
190706;0200;107;;;
190706;0300;72;;;
190706;0400;54;;;
190706;0500;63;;;
190706;0600;61;;;
190706;0700;56;;;
190706;0800;50;;;
190706;0900;78;;;
190706;1000;141;;;
190706;1100;87;;;
190706;1200;96;;;
190706;1300;124;;;
190706;1400;33;;;
190706;1500;80;;;
190706;1600;82;;;
190706;1700;63;;;
190706;1800;112;;;
190706;1900;44;;;
190706;2000;41;;;
190706;2100;47;;;
190706;2200;47;;;
190706;2300;25;;;
190707;0000;24;;;
190707;0100;29;;;
190707;0200;19;;;
190707;0300;13;;;
190707;0400;11;;;
190707;0500;11;;;
190707;0600;13;;;
190707;0700;9;;;
190707;0800;9;;;
190707;0900;10;;;
190707;1000;9;;;
190707;1100;11;;;
190707;1200;13;;;
190707;1300;11;;;
190707;1400;12;;;
190707;1500;12;;;
190707;1600;11;;;
190707;1700;21;;;
190707;1800;18;;;
190707;1900;33;;;
190707;2000;61;;;
190707;2100;53;;;
190707;2200;60;;;
190707;2300;42;;;
190708;0000;35;;;
190708;0100;44;;;
190708;0200;25;;;
190708;0300;21;;;
190708;0400;14;;;
190708;0500;18;;;
190708;0600;26;;;
190708;0700;24;;;
190708;0800;19;;;
190708;0900;22;;;
190708;1000;22;;;
190708;1100;13;;;
190708;1200;24;;;
190708;1300;21;;;
190708;1400;15;;;
190708;1500;14;;;
190708;1600;16;;;
190708;1700;14;;;
190708;1800;18;;;
190708;1900;15;;;
190708;2000;13;;;
190708;2100;18;;;
190708;2200;11;;;
190708;2300;13;;;
190709;0000;11;;;
190709;0100;6;;;
190709;0200;7;;;
190709;0300;7;;;
190709;0400;5;;;
190709;0500;6;;;
190709;0600;6;;;
190709;0700;7;;;
190709;0800;16;;;
190709;0900;22;;;
190709;1000;21;;;
190709;1100;13;;;
190709;1200;13;;;
190709;1300;9;;;
190709;1400;7;;;
190709;1500;18;;;
190709;1600;22;;;
190709;1700;31;;;
190709;1800;38;;;
190709;1900;29;;;
190709;2000;24;;;
190709;2100;17;;;
190709;2200;14;;;
190709;2300;14;;;
190710;0000;13;;;
190710;0100;9;;;
190710;0200;7;;;
190710;0300;8;;;
190710;0400;5;;;
190710;0500;6;;;
190710;0600;6;;;
190710;0700;6;;;
190710;0800;19;;;
190710;0900;54;;;
190710;1000;48;;;
190710;1100;21;;;
190710;1200;22;;;
190710;1300;12;;;
190710;1400;11;;;
190710;1500;19;;;
190710;1600;19;;;
190710;1700;51;;;
190710;1800;101;;;
190710;1900;122;;;
190710;2000;94;;;
190710;2100;57;;;
190710;2200;39;;;
190710;2300;47;;;
190711;0000;42;;;
190711;0100;19;;;
190711;0200;18;;;
190711;0300;9;;;
190711;0400;17;;;
190711;0500;11;;;
190711;0600;12;;;
190711;0700;12;;;
190711;0800;18;;;
190711;0900;36;;;
190711;1000;38;;;
190711;1100;38;;;
190711;1200;20;;;
190711;1300;15;;;
190711;1400;12;;;
190711;1500;18;;;
190711;1600;26;;;
190711;1700;43;;;
190711;1800;70;;;
190711;1900;63;;;
190711;2000;70;;;
190711;2100;76;;;
190711;2200;53;;;
190711;2300;59;;;
190712;0000;44;;;
190712;0100;31;;;
190712;0200;20;;;
190712;0300;23;;;
190712;0400;18;;;
190712;0500;19;;;
190712;0600;9;;;
190712;0700;16;;;
190712;0800;28;;;
190712;0900;30;;;
190712;1000;41;;;
190712;1100;22;;;
190712;1200;15;;;
190712;1300;14;;;
190712;1400;16;;;
190712;1500;26;;;
190712;1600;22;;;
190712;1700;19;;;
190712;1800;26;;;
190712;1900;21;;;
190712;2000;20;;;
190712;2100;21;;;
190712;2200;16;;;
190712;2300;10;;;
190713;0000;6;;;
190713;0100;6;;;
190713;0200;10;;;
190713;0300;9;;;
190713;0400;8;;;
190713;0500;5;;;
190713;0600;5;;;
190713;0700;7;;;
190713;0800;19;;;
190713;0900;23;;;
190713;1000;13;;;
190713;1100;15;;;
190713;1200;9;;;
190713;1300;11;;;
190713;1400;13;;;
190713;1500;20;;;
190713;1600;46;;;
190713;1700;67;;;
190713;1800;74;;;
190713;1900;88;;;
190713;2000;136;;;
190713;2100;61;;;
190713;2200;26;;;
190713;2300;21;;;
190714;0000;22;;;
190714;0100;19;;;
190714;0200;12;;;
190714;0300;6;;;
190714;0400;4;;;
190714;0500;5;;;
190714;0600;5;;;
190714;0700;9;;;
190714;0800;13;;;
190714;0900;35;;;
190714;1000;20;;;
190714;1100;19;;;
190714;1200;9;;;
190714;1300;17;;;
190714;1400;18;;;
190714;1500;17;;;
190714;1600;32;;;
190714;1700;45;;;
190714;1800;107;;;
190714;1900;169;;;
190714;2000;201;;;
190714;2100;156;;;
190714;2200;134;;;
190714;2300;87;;;
190715;0000;32;;;
190715;0100;36;;;
190715;0200;20;;;
190715;0300;52;;;
190715;0400;48;;;
190715;0500;37;;;
190715;0600;48;;;
190715;0700;61;;;
190715;0800;67;;;
190715;0900;105;;;
190715;1000;133;;;
190715;1100;;;189;
190715;1200;74;;;
190715;1300;94;;;
190715;1400;83;;;
190715;1500;107;;;
190715;1600;91;;;
190715;1700;111;;;
190715;1800;192;;;
190715;1900;358;;;
190715;2000;259;;;
190715;2100;361;;;
190715;2200;450;;;
190715;2300;455;;;
190716;0000;262;;;
190716;0100;215;;;
190716;0200;115;;;
190716;0300;65;;;
190716;0400;39;;;
190716;0500;50;;;
190716;0600;49;;;
190716;0700;56;;;
190716;0800;43;;;
190716;0900;41;;;
190716;1000;54;;;
190716;1100;65;;;
190716;1200;52;;;
190716;1300;51;;;
190716;1400;29;;;
190716;1500;36;;;
190716;1600;23;;;
190716;1700;18;;;
190716;1800;26;;;
190716;1900;28;;;
190716;2000;29;;;
190716;2100;27;;;
190716;2200;21;;;
190716;2300;28;;;
190717;0000;11;;;
190717;0100;12;;;
190717;0200;8;;;
190717;0300;4;;;
190717;0400;4;;;
190717;0500;5;;;
190717;0600;4;;;
190717;0700;3;;;
190717;0800;5;;;
190717;0900;4;;;
190717;1000;7;;;
190717;1100;12;;;
190717;1200;14;;;
190717;1300;19;;;
190717;1400;23;;;
190717;1500;24;;;
190717;1600;31;;;
190717;1700;48;;;
190717;1800;47;;;
190717;1900;118;;;
190717;2000;103;;;
190717;2100;138;;;
190717;2200;65;;;
190717;2300;70;;;
190718;0000;82;;;
190718;0100;51;;;
190718;0200;24;;;
190718;0300;21;;;
190718;0400;21;;;
190718;0500;21;;;
190718;0600;19;;;
190718;0700;10;;;
190718;0800;26;;;
190718;0900;36;;;
190718;1000;49;;;
190718;1100;;;;
190718;1200;;;;
190718;1300;48;;;
190718;1400;10;;;
190718;1500;21;;;
190718;1600;12;;;
190718;1700;66;;;
190718;1800;130;;;
190718;1900;168;;;
190718;2000;124;;;
190718;2100;155;;;
190718;2200;165;;;
190718;2300;68;;;
190719;0000;49;;;
190719;0100;38;;;
190719;0200;37;;;
190719;0300;24;;;
190719;0400;20;;;
190719;0500;13;;;
190719;0600;15;;;
190719;0700;14;;;
190719;0800;16;;;
190719;0900;18;;;
190719;1000;15;;;
190719;1100;12;;;
190719;1200;11;;;
190719;1300;18;;;
190719;1400;50;;;
190719;1500;38;;;
190719;1600;38;;;
190719;1700;45;;;
190719;1800;63;;;
190719;1900;45;;;
190719;2000;74;;;
190719;2100;87;;;
190719;2200;18;;;
190719;2300;14;;;
190720;0000;15;;;
190720;0100;9;;;
190720;0200;8;;;
190720;0300;8;;;
190720;0400;13;;;
190720;0500;11;;;
190720;0600;7;;;
190720;0700;5;;;
190720;0800;6;;;
190720;0900;6;;;
190720;1000;8;;;
190720;1100;8;;;
190720;1200;6;;;
190720;1300;7;;;
190720;1400;11;;;
190720;1500;10;;;
190720;1600;14;;;
190720;1700;21;;;
190720;1800;11;;;
190720;1900;11;;;
190720;2000;16;;;
190720;2100;26;;;
190720;2200;18;;;
190720;2300;27;;;
190721;0000;11;;;
190721;0100;12;;;
190721;0200;16;;;
190721;0300;11;;;
190721;0400;9;;;
190721;0500;7;;;
190721;0600;7;;;
190721;0700;8;;;
190721;0800;7;;;
190721;0900;15;;;
190721;1000;16;;;
190721;1100;19;;;
190721;1200;33;;;
190721;1300;15;;;
190721;1400;20;;;
190721;1500;17;;;
190721;1600;19;;;
190721;1700;26;;;
190721;1800;32;;;
190721;1900;31;;;
190721;2000;35;;;
190721;2100;25;;;
190721;2200;24;;;
190721;2300;24;;;
190722;0000;28;;;
190722;0100;26;;;
190722;0200;19;;;
190722;0300;20;;;
190722;0400;17;;;
190722;0500;22;;;
190722;0600;16;;;
190722;0700;12;;;
190722;0800;23;;;
190722;0900;22;;;
190722;1000;28;;;
190722;1100;23;;;
190722;1200;22;;;
190722;1300;18;;;
190722;1400;22;;;
190722;1500;29;;;
190722;1600;21;;;
190722;1700;64;;;
190722;1800;137;;;
190722;1900;155;;;
190722;2000;320;;;
190722;2100;320;;;
190722;2200;707;;;
190722;2300;575;;;
190723;0000;449;;;
190723;0100;511;;;
190723;0200;356;;;
190723;0300;257;;;
190723;0400;177;;;
190723;0500;119;;;
190723;0600;84;;;
190723;0700;57;;;
190723;0800;67;;;
190723;0900;94;;;
190723;1000;33;;;
190723;1100;27;;;
190723;1200;17;;;
190723;1300;19;;;
190723;1400;20;;;
190723;1500;17;;;
190723;1600;25;;;
190723;1700;50;;;
