0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
1.0,0.9999988799964145,0.9999999999999692,0.9999995580736744,0.999999999999983,0.9999994934063379,0.9999999999999517,0.9999995815258177,0.9999999999999507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999991325016864,1.0000013019471587,1.0000000000004088,1.000001301948558,1.0000000000004765,1.000001301948558,1.000000000000631,1.0000003062184477,1.000000658261369,1.000000658261245,1.0000000000000775,1.0,1.000000658261225,1.0000006582612346,1.0000000000000668,1.0,1.000000658261225,1.0000006582612497,0.9999996937815939,0.9999999999999816,0.9999996937815522,0.9999999999999715,0.9999985615602675,0.9999999999989947,0.9999985615602675,0.9999996313796428
1.0,0.9999988799964145,0.9999999999999692,0.9999995580736744,0.999999999999983,0.9999994934063379,0.9999999999999517,0.9999995815258177,0.9999999999999507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999991325016864,1.0000013019471587,1.0000000000004088,1.000001301948558,1.0000000000004765,1.000001301948558,1.000000000000631,1.0000003062184477,1.000000658261369,1.000000658261245,1.0000000000000775,1.0,1.000000658261225,1.0000006582612346,1.0000000000000668,1.0,1.000000658261225,1.0000006582612497,0.9999996937815939,0.9999999999999816,0.9999996937815522,0.9999999999999715,0.9999985615602675,0.9999999999989947,0.9999985615602675,0.9999996313796428
0.9999364950254404,-34.007396204291446,-29.018548221041467,-99.81235700009294,-119.97538300918627,-233.7081228842715,-697.9352733904813,-704.139564165572,-2593.719953465165,0.9986389352494639,-1000.6784613074955,-1718.070601686113,-3119.338182083372,-9156.194431213144,-30634.28752054515,-89264.68951164684,-149718.30681333216,-451342.99195485096,0.9466576571114561,0.15112439344980655,-0.4269710904067019,-73927.67352542227,-204923.9776235146,-365801.8259100527,-2615158.765217038,-47458335.41696398,-62722654.27495459,-1149624863.799896,-55.06722960397398,-27.27713600504503,-11891609.966286467,-990.1263483085074,-6157.376881216856,-6240.809329713322,-60950.862323629604,-211431401.60834378,-647679021.7165294,-2060833122.031667,-1950092833.9257948,-28664168309.839447,-26.11743589724583,-1325.661708979631,-13020.946182974169,-656866.8446926698,-7518241.631187465,-363709073.8504307,-5509571948.313621,-96932922602.768,-1423905797225.1711,-1351708920628.99,-4975707987603.193,-2894517633987.038,-53888215613276.53,-24658679372290.992,-78305635531642.44,-53682250288958.44,-1376796505394633.8,-1621974604797114.0,-3212109328070634.0,-6030053423988377.0,-1.460478838214062e+16,-4.258464756138797e+16,-8.360613175951411e+16,-1.826337633896655e+18,-2.420462214858785e+18,-9.077768280569535e+19
-1698.7046773947088,-5553.7474514834585,-11061.9468825404,-30560.974343709415,-47784.74878814418,-86743.07449916958,-334368.3977885153,-1671997111646102.5,-2.6502604773271845e+21,-65836.73897077412,-358834.96566861175,-805459.5822285839,-1593492.1265949858,-6002816.559297989,-18022416.100083455,-59113570.87509822,-4.207118340765086e+22,-1.268831961135715e+23,-2210732.4891235423,-30292215.87924071,-53227291.28773338,-99357798.35414854,-298312348.7007978,-612544659.2934395,-2870824366.3812976,-52478574185.22557,-2.562662218593863e+24,-4.471952175750758e+25,-1715415574.1684458,-1256623118.9906337,-15704267813.346828,-36047335659.19503,-6119909761729.709,-5670546341963.054,-59506462982952.67,-58239340588889.164,-304579445719090.0,-589016899936764.2,-621778794333240.5,-7.426582642615869e+26,-64696.28634061374,-2786241.681949936,-103615651.28469326,-4459699620.138029,-107409521521.9489,-4439521126177.56,-62747938157391.11,-903467627981720.1,-1.352030513049112e+16,-1.2950109248480552e+16,-4.766825220266598e+16,-2.8988644631899052e+16,-5.0315314235749914e+17,-2.319533840471184e+17,-7.404886591138848e+17,-5.236846272236055e+17,-1.2825318533316055e+19,-2.556042919340368e+19,-5.062287607866871e+19,-1.1376863240920771e+27,-2.75547608658927e+27,-8.102924216887808e+27,-1.5908412739484036e+28,-2.281598166639303e+29,-3.0238232254185386e+29,-8.012783516562407e+30
-366784.73000717536,-1397749.4951278227,-2972693.7741786893,-8239180.69437921,-14707031.9895933,-18901321998.522095,-3.5452211202239976e+16,-1.4760625992343112e+26,-1.8007308049837354e+32,-20953441.58734138,-85707203.96319659,-367720850.60765904,-663338312.4543,-3290573448.0022044,-1.0708891270159776e+18,-1.3539907194629082e+24,-2.794058846012031e+33,-8.428297856026584e+33,-639717068.5531735,-9935658873.026894,-20501866604.145218,-36343940226.81128,-140691287988.47467,-316957040442.3653,-2.5315636497374837e+25,-4.050655175788775e+26,-1.3735847863364123e+35,-2.150056591878302e+36,-626842745292.1125,-17984011975792.586,-172802663656398.5,-138453322346468.73,-5.715482132112012e+16,-5.300895323737453e+16,-5.15345116583114e+17,-5.041259558593393e+17,-2.787161151393025e+18,-4.789826626638092e+27,-1.500988162706922e+28,-2.8787565867919856e+37,-18831950.403886106,-784567710.1162137,-32087074318.73365,-1311111686991.2395,-38587816711750.95,-1433930104830376.2,-1.8879697573898308e+16,-2.3247056964822928e+17,-3.285721747116591e+18,-3.990946038308053e+18,-1.4652506894417764e+19,-1.7725190822954852e+19,-2.700262892178338e+20,-1.3646893920386877e+20,-4.62754366514073e+20,-2.3193595719534404e+29,-5.124032382120787e+30,-1.4542980633065141e+31,-2.881003751335866e+31,-4.41000376759815e+37,-1.0681028392063367e+38,-3.1473114897348115e+38,-6.179093974138286e+38,-5.2224057500375397e+39,-6.921302818733179e+39,-1.20791744282826e+41
-98851560.54844706,-383020790.88673806,-730213834.1611649,-2022689804.3546557,6451140408111.51,-1.6664086718505364e+21,-2.2753286650123517e+27,-2.2255469980848235e+36,-1.9440095806328612e+42,-4713998779.654687,-18228903115.16264,-110334332273.83925,70365288202565.664,6.669827339818328e+19,-6.314196448039467e+28,-6.477959331783478e+34,-2.670230868648742e+43,-8.0584132410496425e+43,-127665472263.45325,-2463272011510.7656,-44098731226347.47,-61856570614135.35,8.608878304140232e+21,-4.182530824211897e+26,-9.95217471892409e+35,-1.3236938379906552e+37,-9.781054580459438e+44,-1.2728934315224757e+46,-372153242009114.2,-1.6546020646655773e+17,2.815879628452706e+23,-2.3853074470010992e+17,-1.8393048921526395e+19,-1.8802528775344153e+19,-1.6456424449225635e+20,2.852323775198528e+24,-2.851841839241901e+28,-1.167499710570099e+38,-4.03821762252927e+38,-1.2671245281663124e+47,-4710866779.193676,-169522685752.9,-6376859479030.923,-244503345494855.6,-1.3381518235714136e+16,-3.9655902817915494e+17,-4.874192117510044e+18,-4.4577591265357775e+19,-5.407158801761293e+20,-7.101082645055658e+20,-2.623214356220388e+21,-4.097026147657969e+21,-5.0510220913229685e+22,5.615672994817937e+25,-6.210013588579273e+29,-4.6686613421449457e+39,-8.643086769241624e+40,-2.6522745582400905e+41,-5.2554900864978984e+41,-1.9411316441190625e+47,-4.701420537104609e+47,-1.3903399188247793e+48,-2.729644345319e+48,-1.1715492252637223e+49,-1.5526650793168863e+49,-1.6412599944052973e+50
-24793085549.676235,-93729742800.63264,-173835501313.1812,-5123745763319151.0,3.7048081515959846e+23,-2.5128798273836886e+31,-3.2732842533298865e+37,-3.0300938505425256e+45,-2.2955503253541202e+51,-1045587591636.8799,-4542237296317.224,1.287232249343256e+21,4.147111008160745e+24,2.3613221165955864e+30,-8.144214778778294e+38,-5.4034721596903965e+44,-3.1271280303207347e+52,-9.444071684045162e+52,-29585279961790.176,-1365974004182123.8,-8.378505392507565e+17,4.702454245297489e+22,2.1599290623236434e+32,-1.3856755738458958e+37,-7.905445325254656e+45,-1.265687038097892e+47,-1.4837920229208031e+54,-2.3182757233186456e+55,-4.73343601906003e+17,5.205413698241868e+24,7.553497370828567e+33,-7.6023468923814e+19,-3.505601299669118e+21,6.720449871448483e+25,6.155141954290707e+26,9.682182888578834e+34,-9.26097711041806e+38,-1.4457145287045865e+48,-3.051715774337729e+48,-2.992081005279082e+56,-1053437178258.819,-37499138200356.195,-1380810720129422.8,-6.4131602247178776e+16,-1.2090548556640365e+19,-3.497014855229997e+20,-4.6010132190501987e+21,-4.935609337134248e+22,-7.069987822220068e+23,-7.168990429865962e+23,-2.648888827605646e+24,9.332306385502068e+27,1.4168714868531973e+29,9.564233761014556e+35,-2.260778579452721e+40,-4.5616174183402115e+49,-1.00655890161704e+51,-3.2126354126253744e+51,-6.363832026742817e+51,-4.583720761961057e+56,-1.1101771025352937e+57,-3.2725686222441854e+57,-6.425010375781812e+57,-1.6768198961928455e+58,-2.2223049857749037e+58,-1.7190237642180068e+59
-5801633361981.553,-21558941309832.26,-3.0397881133649957e+19,-7.615115774648459e+25,4.752375105352459e+33,-3.427592862671198e+40,-3.932746262998983e+46,-3.1746120170797495e+54,-2.0751816184176347e+60,2.2330591421992643e+17,2.0460583495413263e+21,4.264639396907689e+31,5.347557980125056e+34,1.4688118996294777e+40,-9.553798126914804e+47,-5.487333573990717e+53,-2.766579463815811e+61,-9.901914798943158e+61,5.391456637391638e+18,2.6053308843183446e+20,-1.256033784978713e+28,1.5198049269781368e+33,2.6056416215115833e+42,-9.187344091707415e+46,-7.582746828307781e+54,-1.4268466627765165e+56,-1.924235161400762e+63,-3.4616266481729495e+64,9.518107219302155e+21,1.410628426990958e+35,9.782126714561111e+43,1.2531439993368128e+23,5.481557186622375e+26,2.2532424027192456e+36,2.3773578401170403e+37,1.5156118967310544e+45,-1.4745899880325828e+49,-2.0134298898324804e+57,-6.928761501140751e+57,-5.531467302420632e+65,-235616811923846.62,-8501848225759341.0,1.1780614097545349e+20,3.534626853892193e+21,2.5192603119361846e+23,7.479463386527547e+24,1.0789977816502915e+26,1.439534055285233e+27,2.3092305783355917e+28,2.18625783596245e+28,1.256852856702215e+29,4.4329648898105735e+38,7.845125895858187e+39,1.1037209615007943e+46,-3.971091378952186e+50,-1.2769421801146327e+59,-3.227424772333956e+60,-9.649039231691327e+60,-1.9113156648766358e+61,-8.474073513814172e+65,-2.052420491675149e+66,-6.0374772990975045e+66,-1.1853335631541233e+67,-3.0935099825169313e+67,-4.099857498772595e+67,-2.2064440293375445e+68
4.655282164632487e+17,-4.7234440777441876e+20,-3.924902813776778e+29,-9.01887213862141e+34,5.5379705097450385e+42,-3.592138487680179e+49,-3.5814635309973307e+55,-4.071563956742915e+63,-2.2613955345363973e+69,7.230094475538122e+27,8.023057751182846e+31,2.8275158051302654e+41,6.14543208741617e+43,1.3112372654668642e+49,-8.36120522411992e+56,-4.1430401503240145e+62,-2.894706184526663e+70,-1.427941658311078e+71,1.841852078933519e+29,9.195564129701805e+30,-1.6222086110517776e+38,1.2946994005370653e+43,3.566132319281117e+51,-7.210878268113131e+55,-5.323226229844157e+63,-1.1677287959926142e+65,-3.2867561380795486e+72,-6.539949589880081e+73,3.5423561986209784e+32,1.836353753898172e+45,1.4289355438089078e+53,6.271642396563903e+33,2.361401747689338e+37,3.4801079793484037e+46,4.0426143207348165e+47,2.563547206982266e+54,-2.537095358963913e+58,-1.9475589385635466e+66,-1.3156077436555106e+67,-1.2385286112774083e+75,1.0007807607624647e+19,4.633656201477075e+20,3.919631425924891e+30,1.227458995804838e+32,9.348164114442018e+33,2.911015222597992e+35,4.747061986392106e+36,7.6926869893064e+37,1.3225407902872409e+39,1.2554194403392663e+39,7.443834065522703e+39,8.874748670219848e+48,1.7587026583470054e+50,3.51670082619783e+55,-1.0405684475251954e+60,-2.8596170077552795e+68,-7.963888071166023e+69,-1.949943712217608e+70,-3.86253769713536e+70,-1.897387912783654e+75,-4.5954732632335375e+75,-1.3499668474347194e+76,-2.6503801809805644e+76,-6.917009088342339e+76,-9.167176345369419e+76,-3.7269933862661254e+77
1.5048685802291848e+28,-5.247423018885801e+30,-4.540548795897681e+38,-7.893662189477466e+43,4.637616501499575e+51,-4.603952111020425e+58,-6.287408902155677e+64,-6.872884212920577e+72,-5.11357065721125e+78,6.125482200670583e+37,5.808577320184051e+41,2.2191859561702863e+50,4.983996355172965e+52,3.883585266008752e+57,-1.3779891304261616e+66,-5.742839823145697e+71,-6.705194133252522e+79,-2.03121125699187e+80,1.7980525021698217e+39,1.2855960417798244e+41,-2.327571149127333e+47,1.4004508529571927e+52,3.411227469439454e+60,-7.319505139139369e+64,-8.127966024670822e+72,-2.08406358142938e+74,-5.514154614330149e+81,-1.264675499103685e+83,5.79106311754493e+42,3.194552013883341e+54,1.5589568296323843e+62,1.2068715011789475e+44,4.318435143488857e+47,7.129428361933469e+55,9.535259955552825e+56,3.2823985346866374e+63,-2.8965445131666896e+67,-4.102834793412788e+75,-3.3626078973809805e+76,-2.826428381011192e+84,3.9159896331637696e+29,1.920387324509001e+31,4.630599502741545e+40,1.685993334313497e+42,1.7573917495531612e+44,6.320906454875648e+45,1.1989845448411576e+47,2.2943877153874844e+48,4.518510156830122e+49,4.289263910542536e+49,2.2366661082490238e+50,2.4666474801173706e+58,5.662765061124011e+59,8.643528454018611e+64,-2.0414717581872943e+69,-8.62582234008452e+77,-2.7589097233474637e+79,-7.201532727004745e+79,-1.4264120269508357e+80,-4.330104054925726e+84,-1.0487511441458597e+85,-3.0773225977186148e+85,-6.041685251263046e+85,-1.6343351132833127e+86,-2.165999485375373e+86,-1.7249217087671205e+87
